pair	exposure	outcome	status	n_ivs	method	beta	se	p
Gupta_2023_adj__MDD	Gupta_2023_adj	MDD	OK	40	Inverse variance weighted	0.0155732606468807	0.0196953192638627	0.429113987504661
Gupta_2023_adj__MDD	Gupta_2023_adj	MDD	OK	40	MR Egger	-0.0226948134188211	0.0372278171584503	0.546051276612546
Gupta_2023_adj__MDD	Gupta_2023_adj	MDD	OK	40	Weighted median	-0.00519443218024273	0.022330005167601	0.816055578175818
Gupta_2023_adj__MDD	Gupta_2023_adj	MDD	OK	40	Robust adjusted profile score (RAPS)	0.013494150894622	0.0195722485191187	0.490538065749754
Gupta_2023_adj__ADHD	Gupta_2023_adj	ADHD	OK	36	Inverse variance weighted	-0.106373901814721	0.0647912783002528	0.100632799404468
Gupta_2023_adj__ADHD	Gupta_2023_adj	ADHD	OK	36	MR Egger	0.0399672813302562	0.123557313839323	0.748442660822912
Gupta_2023_adj__ADHD	Gupta_2023_adj	ADHD	OK	36	Weighted median	0.0398002235582644	0.0804581967109815	0.620833367503053
Gupta_2023_adj__ADHD	Gupta_2023_adj	ADHD	OK	36	Robust adjusted profile score (RAPS)	-0.110048242276873	0.0666836007634694	0.0988806850614331
Gupta_2023_adj__ASD	Gupta_2023_adj	ASD	OK	42	Inverse variance weighted	-0.130383796976346	0.0762683831837492	0.0873511019109776
Gupta_2023_adj__ASD	Gupta_2023_adj	ASD	OK	42	MR Egger	-0.0741497683985035	0.145203617823808	0.612622229924827
Gupta_2023_adj__ASD	Gupta_2023_adj	ASD	OK	42	Weighted median	-0.0982687081743061	0.108492876179371	0.365061917963044
Gupta_2023_adj__ASD	Gupta_2023_adj	ASD	OK	42	Robust adjusted profile score (RAPS)	-0.14911224415178	0.0720111688959802	0.0383885066677045
Gupta_2023_adj__ANX	Gupta_2023_adj	ANX	OK	40	Inverse variance weighted	0.00503946763304863	0.0334645172403028	0.880298066302852
Gupta_2023_adj__ANX	Gupta_2023_adj	ANX	OK	40	MR Egger	-0.00478245738934277	0.065835235113054	0.942471366984778
Gupta_2023_adj__ANX	Gupta_2023_adj	ANX	OK	40	Weighted median	0.0469080261161419	0.0404185661720523	0.245822340268554
Gupta_2023_adj__ANX	Gupta_2023_adj	ANX	OK	40	Robust adjusted profile score (RAPS)	0.0104738354115274	0.0335914510948508	0.755192049809714
Gupta_2023_adj__OCD	Gupta_2023_adj	OCD	OK	35	Inverse variance weighted	0.0209826173932234	0.0552049410840995	0.703881683193266
Gupta_2023_adj__OCD	Gupta_2023_adj	OCD	OK	35	MR Egger	-0.121436192898853	0.108214590685233	0.269885069890293
Gupta_2023_adj__OCD	Gupta_2023_adj	OCD	OK	35	Weighted median	0.0649372578386202	0.0827193772167476	0.432435517739633
Gupta_2023_adj__OCD	Gupta_2023_adj	OCD	OK	35	Robust adjusted profile score (RAPS)	0.0211536516084471	0.0572158295647381	0.711593536361557
Gupta_2023_adj__PTSD	Gupta_2023_adj	PTSD	OK	40	Inverse variance weighted	0.000985653507912775	0.00931304906772984	0.915712673797525
Gupta_2023_adj__PTSD	Gupta_2023_adj	PTSD	OK	40	MR Egger	-0.00737220335949525	0.0182032800792868	0.687753521892308
Gupta_2023_adj__PTSD	Gupta_2023_adj	PTSD	OK	40	Weighted median	0.0113266709965364	0.0137843797637241	0.411245753468933
Gupta_2023_adj__PTSD	Gupta_2023_adj	PTSD	OK	40	Robust adjusted profile score (RAPS)	-0.0025262519482949	0.00935608541292494	0.787151300153712
Gupta_2023_adj__AN	Gupta_2023_adj	AN	OK	38	Inverse variance weighted	-0.0173130959191123	0.0729268069109949	0.812343596940045
Gupta_2023_adj__AN	Gupta_2023_adj	AN	OK	38	MR Egger	-0.141120935540973	0.141535120522949	0.325984174424658
Gupta_2023_adj__AN	Gupta_2023_adj	AN	OK	38	Weighted median	-0.0324168716108306	0.11834176430487	0.784141584681719
Gupta_2023_adj__AN	Gupta_2023_adj	AN	OK	38	Robust adjusted profile score (RAPS)	0.0113953204447404	0.0756668581475801	0.880292391468461
Gupta_2023_adj__BPD	Gupta_2023_adj	BPD	OK	33	Inverse variance weighted	-0.0541005652822212	0.0981071432428568	0.581329556339667
Gupta_2023_adj__BPD	Gupta_2023_adj	BPD	OK	33	MR Egger	0.0877773203826824	0.192548258527783	0.651659678124326
Gupta_2023_adj__BPD	Gupta_2023_adj	BPD	OK	33	Weighted median	-0.10473008025025	0.126737422353003	0.40860284261112
Gupta_2023_adj__BPD	Gupta_2023_adj	BPD	OK	33	Robust adjusted profile score (RAPS)	-0.142076519542077	0.101529617325084	0.161704954410675
Gupta_2023_adj__TS	Gupta_2023_adj	TS	OK	40	Inverse variance weighted	0.0345638740445823	0.133309587217647	0.795422888785193
Gupta_2023_adj__TS	Gupta_2023_adj	TS	OK	40	MR Egger	-0.0498941732290798	0.258877445431606	0.848314889861718
Gupta_2023_adj__TS	Gupta_2023_adj	TS	OK	40	Weighted median	-0.0460024385295184	0.198019321644399	0.816295010756136
Gupta_2023_adj__TS	Gupta_2023_adj	TS	OK	40	Robust adjusted profile score (RAPS)	0.0320758675316428	0.138164986088248	0.816416642958583
Gupta_2023_adj__PPD	Gupta_2023_adj	PPD	OK	42	Inverse variance weighted	0.021280874099376	0.0664668573916363	0.748837406674956
Gupta_2023_adj__PPD	Gupta_2023_adj	PPD	OK	42	MR Egger	0.0260539549351049	0.13240751602875	0.845003170038212
Gupta_2023_adj__PPD	Gupta_2023_adj	PPD	OK	42	Weighted median	0.0536148758824735	0.102976570816365	0.602609770477394
Gupta_2023_adj__PPD	Gupta_2023_adj	PPD	OK	42	Robust adjusted profile score (RAPS)	0.0173189763458529	0.0688617102554501	0.801424685891613
Gupta_2023_adj__ADR_PercImp	Gupta_2023_adj	ADR_PercImp	OK	34	Inverse variance weighted	-0.0785981856622731	0.104679082736108	0.45274353006959
Gupta_2023_adj__ADR_PercImp	Gupta_2023_adj	ADR_PercImp	OK	34	MR Egger	-0.219236416265788	0.209944593958875	0.304190658895177
Gupta_2023_adj__ADR_PercImp	Gupta_2023_adj	ADR_PercImp	OK	34	Weighted median	-0.19472355163347	0.149631571763622	0.193137523555817
Gupta_2023_adj__ADR_PercImp	Gupta_2023_adj	ADR_PercImp	OK	34	Robust adjusted profile score (RAPS)	-0.0855327875397581	0.108061608888931	0.428641350139716
Gupta_2023_adj__ADR_NonRem	Gupta_2023_adj	ADR_NonRem	OK	29	Inverse variance weighted	-0.00652205761044608	0.247636858358394	0.978988396302706
Gupta_2023_adj__ADR_NonRem	Gupta_2023_adj	ADR_NonRem	OK	29	MR Egger	0.0729317235537286	0.491171695987239	0.883063303723806
Gupta_2023_adj__ADR_NonRem	Gupta_2023_adj	ADR_NonRem	OK	29	Weighted median	-0.0297473807939183	0.334697173873544	0.929178475121493
Gupta_2023_adj__ADR_NonRem	Gupta_2023_adj	ADR_NonRem	OK	29	Robust adjusted profile score (RAPS)	0.00444459612468899	0.254929598931174	0.986089904850135
Gupta_2023_adj__BD_noUKBB	Gupta_2023_adj	BD_noUKBB	OK	41	Inverse variance weighted	-0.0193450772977347	0.0544712182667547	0.722482389535161
Gupta_2023_adj__BD_noUKBB	Gupta_2023_adj	BD_noUKBB	OK	41	MR Egger	-0.0247507447936191	0.106982857632105	0.818250548471566
Gupta_2023_adj__BD_noUKBB	Gupta_2023_adj	BD_noUKBB	OK	41	Weighted median	-0.0711801001274993	0.0739583473152326	0.335831152161019
Gupta_2023_adj__BD_noUKBB	Gupta_2023_adj	BD_noUKBB	OK	41	Robust adjusted profile score (RAPS)	-0.0137703110249591	0.0586852442669156	0.814482799640284
Gupta_2023_adj__MDD_noUKBB	Gupta_2023_adj	MDD_noUKBB	OK	43	Inverse variance weighted	-0.00981131140746209	0.0513938926906925	0.84860062763954
Gupta_2023_adj__MDD_noUKBB	Gupta_2023_adj	MDD_noUKBB	OK	43	MR Egger	0.00425644743199737	0.102238347188977	0.966993677456027
Gupta_2023_adj__MDD_noUKBB	Gupta_2023_adj	MDD_noUKBB	OK	43	Weighted median	-0.0447725263082001	0.0642668924111625	0.486012158453789
Gupta_2023_adj__MDD_noUKBB	Gupta_2023_adj	MDD_noUKBB	OK	43	Robust adjusted profile score (RAPS)	0.0018724922809273	0.0504469391879208	0.970390875861959
Gupta_2023_adj__BPD_noUKBB	Gupta_2023_adj	BPD_noUKBB	OK	33	Inverse variance weighted	-0.0595538719781569	0.0967866101181998	0.538349312747013
Gupta_2023_adj__BPD_noUKBB	Gupta_2023_adj	BPD_noUKBB	OK	33	MR Egger	0.0764506416563977	0.190152564749926	0.69040669118442
Gupta_2023_adj__BPD_noUKBB	Gupta_2023_adj	BPD_noUKBB	OK	33	Weighted median	-0.00501689509064231	0.126761084386703	0.968429913745569
Gupta_2023_adj__BPD_noUKBB	Gupta_2023_adj	BPD_noUKBB	OK	33	Robust adjusted profile score (RAPS)	-0.13670409993735	0.101156591111477	0.176563907061067
Gupta_2023_adj__PFactor	Gupta_2023_adj	PFactor	OK	21	Inverse variance weighted	0.0073060089080997	0.0134790765387822	0.587800647601959
Gupta_2023_adj__PFactor	Gupta_2023_adj	PFactor	OK	21	MR Egger	-0.024768186161455	0.0273290921167037	0.376130909454893
Gupta_2023_adj__PFactor	Gupta_2023_adj	PFactor	OK	21	Weighted median	0.00524619624661347	0.0111811526660287	0.638926722840011
Gupta_2023_adj__PFactor	Gupta_2023_adj	PFactor	OK	21	Robust adjusted profile score (RAPS)	0.00104884241472041	0.0126142040751199	0.933734075412755
Gupta_2023_adj__F1	Gupta_2023_adj	F1	OK	21	Inverse variance weighted	-0.0142405964881465	0.0408244725922559	0.727220696622331
Gupta_2023_adj__F1	Gupta_2023_adj	F1	OK	21	MR Egger	-0.135913481763279	0.0848593487316338	0.125732386041564
Gupta_2023_adj__F1	Gupta_2023_adj	F1	OK	21	Weighted median	-0.0380384830248467	0.0569550237072593	0.504217348269133
Gupta_2023_adj__F1	Gupta_2023_adj	F1	OK	21	Robust adjusted profile score (RAPS)	-0.00556468029290945	0.0418460836693736	0.894209422852143
Gupta_2023_adj__F2	Gupta_2023_adj	F2	OK	21	Inverse variance weighted	-0.0302782702837936	0.0366725334574644	0.409008960071436
Gupta_2023_adj__F2	Gupta_2023_adj	F2	OK	21	MR Egger	-0.171478720469933	0.0699776195360242	0.0241245404370049
Gupta_2023_adj__F2	Gupta_2023_adj	F2	OK	21	Weighted median	-0.0677511507226013	0.0395586266258542	0.0867719752586501
Gupta_2023_adj__F2	Gupta_2023_adj	F2	OK	21	Robust adjusted profile score (RAPS)	-0.0462332927894537	0.0375076854754603	0.217711903932997
Gupta_2023_adj__F3	Gupta_2023_adj	F3	OK	21	Inverse variance weighted	-0.0789227772082635	0.0375705568139475	0.0356712641353177
Gupta_2023_adj__F3	Gupta_2023_adj	F3	OK	21	MR Egger	-0.000873553902190746	0.0774125640837133	0.991114193668087
Gupta_2023_adj__F3	Gupta_2023_adj	F3	OK	21	Weighted median	-0.0165262314446526	0.0475629180437157	0.728245449201782
Gupta_2023_adj__F3	Gupta_2023_adj	F3	OK	21	Robust adjusted profile score (RAPS)	-0.0747517850882091	0.0336318707436449	0.0262395953216613
Gupta_2023_adj__F4	Gupta_2023_adj	F4	OK	21	Inverse variance weighted	0.0143491941622586	0.0134196945318698	0.284950797602385
Gupta_2023_adj__F4	Gupta_2023_adj	F4	OK	21	MR Egger	-0.0146655612431496	0.0276556397894529	0.602052837400263
Gupta_2023_adj__F4	Gupta_2023_adj	F4	OK	21	Weighted median	0.00489733816151858	0.0129645198661843	0.705616848649578
Gupta_2023_adj__F4	Gupta_2023_adj	F4	OK	21	Robust adjusted profile score (RAPS)	0.0104611105962687	0.0132837177023957	0.430981171298302
Gupta_2023_adj__F5	Gupta_2023_adj	F5	OK	21	Inverse variance weighted	0.0277299200436659	0.0184569878736559	0.132991858158641
Gupta_2023_adj__F5	Gupta_2023_adj	F5	OK	21	MR Egger	0.0110210594766617	0.0362602734078425	0.764474799806365
Gupta_2023_adj__F5	Gupta_2023_adj	F5	OK	21	Weighted median	0.00805879124246507	0.0219376773024741	0.713358455956135
Gupta_2023_adj__F5	Gupta_2023_adj	F5	OK	21	Robust adjusted profile score (RAPS)	0.0211809688216173	0.0190782048665215	0.266905044549477
Gupta_2023_adj__BMI	Gupta_2023_adj	BMI	OK	24	Inverse variance weighted	0.0458923856537072	0.0220189642892954	0.0371400781485755
Gupta_2023_adj__BMI	Gupta_2023_adj	BMI	OK	24	MR Egger	0.0131055661110161	0.0429838597575516	0.76331183271019
Gupta_2023_adj__BMI	Gupta_2023_adj	BMI	OK	24	Weighted median	0.0164996701214244	0.0176089675362111	0.348756584960721
Gupta_2023_adj__BMI	Gupta_2023_adj	BMI	OK	24	Robust adjusted profile score (RAPS)	0.0410708921359278	0.0198216290862765	0.0382631985846396
Gupta_2023_adj__Height	Gupta_2023_adj	Height	OK	22	Inverse variance weighted	-0.00997125492417686	0.0300154101556165	0.739734830909924
Gupta_2023_adj__Height	Gupta_2023_adj	Height	OK	22	MR Egger	-0.0291463520969703	0.0597004345271033	0.630710758313988
Gupta_2023_adj__Height	Gupta_2023_adj	Height	OK	22	Weighted median	-0.0147605667311853	0.014511181870165	0.309065096033547
Gupta_2023_adj__Height	Gupta_2023_adj	Height	OK	22	Robust adjusted profile score (RAPS)	0.00158254961661643	0.0252031025065977	0.949932249992241
Gupta_2023_raw__SCZ	Gupta_2023_raw	SCZ	OK	63	Inverse variance weighted	-0.0742149426465358	0.0543414240890386	0.17202817640645
Gupta_2023_raw__SCZ	Gupta_2023_raw	SCZ	OK	63	MR Egger	-0.166012854160206	0.129174753838755	0.204424120165278
Gupta_2023_raw__SCZ	Gupta_2023_raw	SCZ	OK	63	Weighted median	-0.115053126346208	0.0530687619339837	0.030158614174143
Gupta_2023_raw__SCZ	Gupta_2023_raw	SCZ	OK	63	Robust adjusted profile score (RAPS)	-0.0666488325354261	0.0516830440047527	0.197200471468348
Gupta_2023_raw__BD	Gupta_2023_raw	BD	OK	62	Inverse variance weighted	0.0275373676148651	0.0361457892794302	0.446154520952823
Gupta_2023_raw__BD	Gupta_2023_raw	BD	OK	62	MR Egger	0.0307898755404358	0.0858106710871346	0.721217126043036
Gupta_2023_raw__BD	Gupta_2023_raw	BD	OK	62	Weighted median	0.0773295989286796	0.0530938942058878	0.145263076044671
Gupta_2023_raw__BD	Gupta_2023_raw	BD	OK	62	Robust adjusted profile score (RAPS)	0.0237944846307932	0.0375528759618252	0.52632482359891
Gupta_2023_raw__MDD	Gupta_2023_raw	MDD	OK	58	Inverse variance weighted	-0.0121960908011968	0.0181852041432016	0.502437087470705
Gupta_2023_raw__MDD	Gupta_2023_raw	MDD	OK	58	MR Egger	-0.0413450017674734	0.0421578335879272	0.331360778923494
Gupta_2023_raw__MDD	Gupta_2023_raw	MDD	OK	58	Weighted median	-0.0119089380332429	0.0205929851383947	0.56306111165608
Gupta_2023_raw__MDD	Gupta_2023_raw	MDD	OK	58	Robust adjusted profile score (RAPS)	-0.013018303197767	0.0179683366886305	0.468750518484166
Gupta_2023_raw__ADHD	Gupta_2023_raw	ADHD	OK	55	Inverse variance weighted	-0.102878496888343	0.0526169623168856	0.0505554052236518
Gupta_2023_raw__ADHD	Gupta_2023_raw	ADHD	OK	55	MR Egger	-0.0372959843457361	0.126845224521461	0.770088872026973
Gupta_2023_raw__ADHD	Gupta_2023_raw	ADHD	OK	55	Weighted median	-0.0677867443337435	0.0674512844289415	0.314909675024495
Gupta_2023_raw__ADHD	Gupta_2023_raw	ADHD	OK	55	Robust adjusted profile score (RAPS)	-0.106672323276439	0.0572681712997695	0.0625071883976523
Gupta_2023_raw__ASD	Gupta_2023_raw	ASD	OK	64	Inverse variance weighted	-0.180000412366907	0.0614098850032141	0.00337730423026845
Gupta_2023_raw__ASD	Gupta_2023_raw	ASD	OK	64	MR Egger	-0.0212708235585718	0.142669009693626	0.882046819885854
Gupta_2023_raw__ASD	Gupta_2023_raw	ASD	OK	64	Weighted median	-0.128495968405138	0.0907508218148493	0.156798719504559
Gupta_2023_raw__ASD	Gupta_2023_raw	ASD	OK	64	Robust adjusted profile score (RAPS)	-0.193128953510098	0.0638212664240094	0.00247737813483339
Gupta_2023_raw__ANX	Gupta_2023_raw	ANX	OK	59	Inverse variance weighted	-0.00947319698330801	0.0294082237467602	0.747356121501134
Gupta_2023_raw__ANX	Gupta_2023_raw	ANX	OK	59	MR Egger	-0.0168308135909675	0.0700200432381317	0.810904797390404
Gupta_2023_raw__ANX	Gupta_2023_raw	ANX	OK	59	Weighted median	0.0339499429135241	0.035259451885878	0.335617400127502
Gupta_2023_raw__ANX	Gupta_2023_raw	ANX	OK	59	Robust adjusted profile score (RAPS)	-0.00347061387982137	0.0298400736480985	0.907409120306887
Gupta_2023_raw__OCD	Gupta_2023_raw	OCD	OK	57	Inverse variance weighted	-0.045548638154465	0.0492178909371534	0.35473250409377
Gupta_2023_raw__OCD	Gupta_2023_raw	OCD	OK	57	MR Egger	-0.0716071620112582	0.116921309723557	0.542771326130418
Gupta_2023_raw__OCD	Gupta_2023_raw	OCD	OK	57	Weighted median	0.0423872956800866	0.0695957360408154	0.54249117731838
Gupta_2023_raw__OCD	Gupta_2023_raw	OCD	OK	57	Robust adjusted profile score (RAPS)	-0.0282970204227247	0.0499854264810624	0.571322124886792
Gupta_2023_raw__PTSD	Gupta_2023_raw	PTSD	OK	61	Inverse variance weighted	-0.00348570099944638	0.00950025044448106	0.713688970105162
Gupta_2023_raw__PTSD	Gupta_2023_raw	PTSD	OK	61	MR Egger	-0.0123024987437537	0.0226019001000755	0.58831297745471
Gupta_2023_raw__PTSD	Gupta_2023_raw	PTSD	OK	61	Weighted median	0.00620605387794904	0.0114067390491026	0.586393945441723
Gupta_2023_raw__PTSD	Gupta_2023_raw	PTSD	OK	61	Robust adjusted profile score (RAPS)	-0.00088677674012112	0.00940767134405325	0.924901809870403
Gupta_2023_raw__AN	Gupta_2023_raw	AN	OK	60	Inverse variance weighted	0.0428810599487356	0.0628292481190257	0.494921855740208
Gupta_2023_raw__AN	Gupta_2023_raw	AN	OK	60	MR Egger	0.0434716345409646	0.153790825304795	0.778622559384445
Gupta_2023_raw__AN	Gupta_2023_raw	AN	OK	60	Weighted median	-0.00598302038541721	0.0953818259905244	0.949983858542932
Gupta_2023_raw__AN	Gupta_2023_raw	AN	OK	60	Robust adjusted profile score (RAPS)	0.0554979670579613	0.0677297628124286	0.412556555710369
Gupta_2023_raw__BPD	Gupta_2023_raw	BPD	OK	47	Inverse variance weighted	-0.0698354159583491	0.0817516362951795	0.392972714255341
Gupta_2023_raw__BPD	Gupta_2023_raw	BPD	OK	47	MR Egger	0.00278027807354869	0.195778090025287	0.988732262043229
Gupta_2023_raw__BPD	Gupta_2023_raw	BPD	OK	47	Weighted median	-0.0907677180894561	0.110808611237209	0.412706788228195
Gupta_2023_raw__BPD	Gupta_2023_raw	BPD	OK	47	Robust adjusted profile score (RAPS)	-0.132949765200049	0.0826468366424602	0.107693076097646
Gupta_2023_raw__TS	Gupta_2023_raw	TS	OK	60	Inverse variance weighted	0.25518580028931	0.117691997567081	0.030139588650566
Gupta_2023_raw__TS	Gupta_2023_raw	TS	OK	60	MR Egger	-0.00548201528972486	0.27833410393475	0.984362889902385
Gupta_2023_raw__TS	Gupta_2023_raw	TS	OK	60	Weighted median	0.263832839120895	0.174733879527018	0.13106579611986
Gupta_2023_raw__TS	Gupta_2023_raw	TS	OK	60	Robust adjusted profile score (RAPS)	0.227368159419883	0.132205318828339	0.0854668054155131
Gupta_2023_raw__PPD	Gupta_2023_raw	PPD	OK	67	Inverse variance weighted	0.0166903212870195	0.0579342345411421	0.77327721745061
Gupta_2023_raw__PPD	Gupta_2023_raw	PPD	OK	67	MR Egger	-0.0976180948064619	0.140353771373543	0.489250720495654
Gupta_2023_raw__PPD	Gupta_2023_raw	PPD	OK	67	Weighted median	-0.0430238734208178	0.0869544127311317	0.620750803232651
Gupta_2023_raw__PPD	Gupta_2023_raw	PPD	OK	67	Robust adjusted profile score (RAPS)	0.00329320050820204	0.0601510806808397	0.956338577318129
Gupta_2023_raw__ADR_PercImp	Gupta_2023_raw	ADR_PercImp	OK	57	Inverse variance weighted	-0.0570062633158688	0.0904904921170546	0.528714443789324
Gupta_2023_raw__ADR_PercImp	Gupta_2023_raw	ADR_PercImp	OK	57	MR Egger	-0.17804729388141	0.223342539565142	0.428829891138653
Gupta_2023_raw__ADR_PercImp	Gupta_2023_raw	ADR_PercImp	OK	57	Weighted median	-0.184233612372987	0.139533357344337	0.186716409634125
Gupta_2023_raw__ADR_PercImp	Gupta_2023_raw	ADR_PercImp	OK	57	Robust adjusted profile score (RAPS)	-0.0638281851724457	0.09353965970629	0.495008213249536
Gupta_2023_raw__ADR_NonRem	Gupta_2023_raw	ADR_NonRem	OK	47	Inverse variance weighted	0.049553543461021	0.220578629913038	0.822249609631776
Gupta_2023_raw__ADR_NonRem	Gupta_2023_raw	ADR_NonRem	OK	47	MR Egger	0.228438721925905	0.537884810433834	0.673126316065053
Gupta_2023_raw__ADR_NonRem	Gupta_2023_raw	ADR_NonRem	OK	47	Weighted median	0.0537518523762458	0.307296225643389	0.861143526373165
Gupta_2023_raw__ADR_NonRem	Gupta_2023_raw	ADR_NonRem	OK	47	Robust adjusted profile score (RAPS)	0.0496993593928501	0.227120576671662	0.826787403327719
Gupta_2023_raw__BD_noUKBB	Gupta_2023_raw	BD_noUKBB	OK	63	Inverse variance weighted	0.0509225059312507	0.0459874810233365	0.268158904279599
Gupta_2023_raw__BD_noUKBB	Gupta_2023_raw	BD_noUKBB	OK	63	MR Egger	0.0622336894719652	0.109793325293124	0.57294700227209
Gupta_2023_raw__BD_noUKBB	Gupta_2023_raw	BD_noUKBB	OK	63	Weighted median	0.0897453206043878	0.0653259067482848	0.169500976920221
Gupta_2023_raw__BD_noUKBB	Gupta_2023_raw	BD_noUKBB	OK	63	Robust adjusted profile score (RAPS)	0.0682851132830152	0.0501274442379203	0.173125279970993
Gupta_2023_raw__MDD_noUKBB	Gupta_2023_raw	MDD_noUKBB	OK	65	Inverse variance weighted	0.000463731772642177	0.043794317260815	0.991551472186035
Gupta_2023_raw__MDD_noUKBB	Gupta_2023_raw	MDD_noUKBB	OK	65	MR Egger	-0.0543602741855996	0.105298699671346	0.607517409160666
Gupta_2023_raw__MDD_noUKBB	Gupta_2023_raw	MDD_noUKBB	OK	65	Weighted median	-0.0482520482446316	0.0593216790315624	0.415990744644449
Gupta_2023_raw__MDD_noUKBB	Gupta_2023_raw	MDD_noUKBB	OK	65	Robust adjusted profile score (RAPS)	0.00404468845777216	0.0430206831693559	0.925095414526325
Gupta_2023_raw__BPD_noUKBB	Gupta_2023_raw	BPD_noUKBB	OK	47	Inverse variance weighted	-0.10205029563497	0.0783301127709709	0.192635095802077
Gupta_2023_raw__BPD_noUKBB	Gupta_2023_raw	BPD_noUKBB	OK	47	MR Egger	0.0424246943526932	0.185691872569987	0.820340767187905
Gupta_2023_raw__BPD_noUKBB	Gupta_2023_raw	BPD_noUKBB	OK	47	Weighted median	-0.0726375612204125	0.113496679173712	0.522174394876226
Gupta_2023_raw__BPD_noUKBB	Gupta_2023_raw	BPD_noUKBB	OK	47	Robust adjusted profile score (RAPS)	-0.147686500233712	0.0792172199286277	0.0622763319966341
Gupta_2023_raw__PFactor	Gupta_2023_raw	PFactor	OK	28	Inverse variance weighted	-0.00206927520944568	0.0123344414351842	0.866768946373876
Gupta_2023_raw__PFactor	Gupta_2023_raw	PFactor	OK	28	MR Egger	-0.0280273888793631	0.0292563540731006	0.346890303062172
Gupta_2023_raw__PFactor	Gupta_2023_raw	PFactor	OK	28	Weighted median	0.00506988228595241	0.010775812132716	0.638006936775691
Gupta_2023_raw__PFactor	Gupta_2023_raw	PFactor	OK	28	Robust adjusted profile score (RAPS)	-0.00136642504836501	0.011850544041608	0.908203504612883
Gupta_2023_raw__F1	Gupta_2023_raw	F1	OK	28	Inverse variance weighted	0.0285434373808901	0.0374916206031343	0.446460912068742
Gupta_2023_raw__F1	Gupta_2023_raw	F1	OK	28	MR Egger	-0.0843998657678906	0.0906574278288884	0.360430555987881
Gupta_2023_raw__F1	Gupta_2023_raw	F1	OK	28	Weighted median	0.0476606036042651	0.0533286774373357	0.371474752427398
Gupta_2023_raw__F1	Gupta_2023_raw	F1	OK	28	Robust adjusted profile score (RAPS)	0.0414588207138669	0.0389185056814702	0.286752553684682
Gupta_2023_raw__F2	Gupta_2023_raw	F2	OK	28	Inverse variance weighted	0.0143248962581316	0.0357987625839581	0.689045598575987
Gupta_2023_raw__F2	Gupta_2023_raw	F2	OK	28	MR Egger	-0.128741695687994	0.0820043431514731	0.1285211292465
Gupta_2023_raw__F2	Gupta_2023_raw	F2	OK	28	Weighted median	-0.045301575743177	0.0385544084021928	0.239993202118579
Gupta_2023_raw__F2	Gupta_2023_raw	F2	OK	28	Robust adjusted profile score (RAPS)	0.014940265291565	0.0364228591016443	0.681667125391259
Gupta_2023_raw__F3	Gupta_2023_raw	F3	OK	28	Inverse variance weighted	-0.0742031544060283	0.0330349596807004	0.0246911460362861
Gupta_2023_raw__F3	Gupta_2023_raw	F3	OK	28	MR Egger	0.0171278657485953	0.0785089893068852	0.829004310066796
Gupta_2023_raw__F3	Gupta_2023_raw	F3	OK	28	Weighted median	-0.0305332519251171	0.0432376077419574	0.480080260460752
Gupta_2023_raw__F3	Gupta_2023_raw	F3	OK	28	Robust adjusted profile score (RAPS)	-0.0642425042805561	0.0308660769343095	0.0374036743528686
Gupta_2023_raw__F4	Gupta_2023_raw	F4	OK	28	Inverse variance weighted	-0.000285565379315575	0.0136144506468439	0.98326546498216
Gupta_2023_raw__F4	Gupta_2023_raw	F4	OK	28	MR Egger	-0.0246465636403769	0.0327853790222036	0.458950128544269
Gupta_2023_raw__F4	Gupta_2023_raw	F4	OK	28	Weighted median	0.012208566684698	0.0132088484966967	0.355344801148905
Gupta_2023_raw__F4	Gupta_2023_raw	F4	OK	28	Robust adjusted profile score (RAPS)	0.00057409251485562	0.0135054593901823	0.966093589997803
Gupta_2023_raw__F5	Gupta_2023_raw	F5	OK	28	Inverse variance weighted	-0.00714647877296872	0.0217455708220119	0.742427310451713
Gupta_2023_raw__F5	Gupta_2023_raw	F5	OK	28	MR Egger	0.000573237075196153	0.0484326497998155	0.990647005213989
Gupta_2023_raw__F5	Gupta_2023_raw	F5	OK	28	Weighted median	0.000303856351931892	0.0225559755399625	0.989251852181405
Gupta_2023_raw__F5	Gupta_2023_raw	F5	OK	28	Robust adjusted profile score (RAPS)	-0.00200330735915856	0.0205199210634557	0.922228134740962
Gupta_2023_raw__BMI	Gupta_2023_raw	BMI	OK	20	Inverse variance weighted	0.00363990843152904	0.0215739343176977	0.866018555280273
Gupta_2023_raw__BMI	Gupta_2023_raw	BMI	OK	20	MR Egger	0.00337602756815976	0.0571123006455378	0.953514155744913
Gupta_2023_raw__BMI	Gupta_2023_raw	BMI	OK	20	Weighted median	-0.0150379394390538	0.0161011574886977	0.350321246337606
Gupta_2023_raw__BMI	Gupta_2023_raw	BMI	OK	20	Robust adjusted profile score (RAPS)	-0.00427727230570462	0.0171082521450717	0.802577889141204
Gupta_2023_raw__Height	Gupta_2023_raw	Height	OK	19	Inverse variance weighted	-0.0112949150906321	0.032875377113431	0.731171478967165
Gupta_2023_raw__Height	Gupta_2023_raw	Height	OK	19	MR Egger	0.0585939301353255	0.0838930301561004	0.494348801811217
Gupta_2023_raw__Height	Gupta_2023_raw	Height	OK	19	Weighted median	-0.00947031241346332	0.0140875502112478	0.501426507465988
Gupta_2023_raw__Height	Gupta_2023_raw	Height	OK	19	Robust adjusted profile score (RAPS)	0.00233536122162286	0.0282174974448332	0.934040089053279
