pair	exposure_role	outcome_role	threshold_used	status	n_iv	n_iv_pre_steiger	mean_F	method	b	se	p	q_pval	egger_intercept	egger_intercept_p	presso_global_p	presso_corrected_b	presso_corrected_p	steiger_passes	FLAG_REVERSE_HIT
REV_ANX__Gupta_2023_adj	ANX	Gupta_2023_adj	5e-08	OK	52	52	37.3	Inverse variance weighted	0.0211954237704135	0.0199191101577567	0.287294801742818	0.0151626172894061	0.00254111805062625	0.364375796824055	0.0134	0.0293601577888057	0.116820407376831	1	FALSE
REV_ANX__Gupta_2023_adj	ANX	Gupta_2023_adj	5e-08	OK	52	52	37.3	MR Egger	-0.0521386818787767	0.0825584760417162	0.530566710914556	0.0152350764608743	0.00254111805062625	0.364375796824055	0.0134	0.0293601577888057	0.116820407376831	1	FALSE
REV_ANX__Gupta_2023_adj	ANX	Gupta_2023_adj	5e-08	OK	52	52	37.3	Weighted median	0.00488904627389748	0.0247897553643022	0.843655041818353		0.00254111805062625	0.364375796824055	0.0134	0.0293601577888057	0.116820407376831	1	FALSE
REV_ANX__Gupta_2023_adj	ANX	Gupta_2023_adj	5e-08	OK	52	52	37.3	Robust adjusted profile score (RAPS)	0.0218845174970629	0.0202175463785869	0.279051865135546		0.00254111805062625	0.364375796824055	0.0134	0.0293601577888057	0.116820407376831	1	FALSE
REV_OCD__Longchamps_2022	OCD	Longchamps_2022	1e-05	OK	71	71	22.3	Inverse variance weighted	-0.00346161088553786	0.00527511143448949	0.511685355545667	0.0302356273455483	-0.00120394825167094	0.37696588176134	0.0316			1	FALSE
REV_OCD__Longchamps_2022	OCD	Longchamps_2022	1e-05	OK	71	71	22.3	MR Egger	0.0143601552600101	0.0207262679157382	0.49073034322094	0.0297753969219038	-0.00120394825167094	0.37696588176134	0.0316			1	FALSE
REV_OCD__Longchamps_2022	OCD	Longchamps_2022	1e-05	OK	71	71	22.3	Weighted median	-0.00470183738133004	0.00637677677287149	0.460917062595882		-0.00120394825167094	0.37696588176134	0.0316			1	FALSE
REV_OCD__Longchamps_2022	OCD	Longchamps_2022	1e-05	OK	71	71	22.3	Robust adjusted profile score (RAPS)	-0.00226728799104835	0.00567960024970468	0.689746936617637		-0.00120394825167094	0.37696588176134	0.0316			1	FALSE
REV_OCD__Chong_2022	OCD	Chong_2022	1e-05	OK	71	71	22.3	Inverse variance weighted	0.00284720912007852	0.00499278550336946	0.568498207364699	0.595175497095258	0.000432425907167443	0.718234188879755	0.7176			1	FALSE
REV_OCD__Chong_2022	OCD	Chong_2022	1e-05	OK	71	71	22.3	MR Egger	-0.00353818725563962	0.0183063112150862	0.847405942411279	0.563744378665544	0.000432425907167443	0.718234188879755	0.7176			1	FALSE
REV_OCD__Chong_2022	OCD	Chong_2022	1e-05	OK	71	71	22.3	Weighted median	-0.00140259471925735	0.00730121667101554	0.847660549482567		0.000432425907167443	0.718234188879755	0.7176			1	FALSE
REV_OCD__Chong_2022	OCD	Chong_2022	1e-05	OK	71	71	22.3	Robust adjusted profile score (RAPS)	0.00358645831944881	0.00533773815982061	0.501643537634432		0.000432425907167443	0.718234188879755	0.7176			1	FALSE
REV_OCD__Gupta_2023_raw	OCD	Gupta_2023_raw	1e-05	OK	68	68	22.3	Inverse variance weighted	0.00309003600105629	0.00918587605707769	0.736576858836281	0.0189583676451924	0.00130653625337768	0.575019890439762	0.0208			1	FALSE
REV_OCD__Gupta_2023_raw	OCD	Gupta_2023_raw	1e-05	OK	68	68	22.3	MR Egger	-0.0163265930256848	0.0356741564183286	0.64870066973722	0.0167117591307205	0.00130653625337768	0.575019890439762	0.0208			1	FALSE
REV_OCD__Gupta_2023_raw	OCD	Gupta_2023_raw	1e-05	OK	68	68	22.3	Weighted median	0.0202247130241738	0.0112616657435584	0.0725120112975397		0.00130653625337768	0.575019890439762	0.0208			1	FALSE
REV_OCD__Gupta_2023_raw	OCD	Gupta_2023_raw	1e-05	OK	68	68	22.3	Robust adjusted profile score (RAPS)	0.00494179778157108	0.0101226153084696	0.625412593320554		0.00130653625337768	0.575019890439762	0.0208			1	FALSE
REV_OCD__Gupta_2023_adj	OCD	Gupta_2023_adj	1e-05	OK	68	68	22.3	Inverse variance weighted	0.00307745790175508	0.00827298617908659	0.709901215206937	0.251713459271883	0.000153888292006262	0.941626867309232	0.2484			1	FALSE
REV_OCD__Gupta_2023_adj	OCD	Gupta_2023_adj	1e-05	OK	68	68	22.3	MR Egger	0.000790339898235887	0.032212336495507	0.980499644988266	0.225401711366308	0.000153888292006262	0.941626867309232	0.2484			1	FALSE
REV_OCD__Gupta_2023_adj	OCD	Gupta_2023_adj	1e-05	OK	68	68	22.3	Weighted median	-0.0017762350208731	0.0115489665064417	0.877767162636762		0.000153888292006262	0.941626867309232	0.2484			1	FALSE
REV_OCD__Gupta_2023_adj	OCD	Gupta_2023_adj	1e-05	OK	68	68	22.3	Robust adjusted profile score (RAPS)	0.00200956516601877	0.0092704766155334	0.828387260518017		0.000153888292006262	0.941626867309232	0.2484			1	FALSE
