tissue	gene_id	outcome	n_snps	PP0	PP1	PP2	PP3	PP4
Brain_Cortex	ENSG00000148843.15	ASD	125	0.0881380950059727	0.898222711095498	0.000276055602969019	0.00280274538701706	0.0105603929085434
Brain_Cortex	ENSG00000148843.15	ADHD	106	0.110384858814459	0.805703495972468	0.00222093447970463	0.0161451439593281	0.0655455667740408
Brain_Cortex	ENSG00000148843.15	F3	67	0.15493318693051	0.825565716781403	0.000308148104849061	0.00162440704908363	0.0175685411341545
Brain_Cortex	ENSG00000138172.11	ASD	81	1.3112521946981e-05	0.976556440563581	3.13336169172777e-08	0.00231245643107379	0.0211179591497816
Brain_Cortex	ENSG00000138172.11	ADHD	72	1.39281159298216e-05	0.937769201142613	3.45944551061988e-08	0.00226927016111839	0.0599475659858846
Brain_Cortex	ENSG00000138172.11	F3	36	1.88248243791955e-05	0.994000002531452	5.14502795098779e-09	0.000265955731519278	0.00571521176762098
Brain_Cortex	ENSG00000273108.1	ASD	37	0.0110903087447398	0.970374811123617	5.98030546775236e-06	0.000505238397572615	0.0180236614286027
Brain_Cortex	ENSG00000273108.1	ADHD	35	0.0114833508766933	0.964516007922594	6.03077754231746e-06	0.000483028847454547	0.0235115815757159
Brain_Cortex	ENSG00000065613.15	ASD	39	0.705450711349759	0.278326754931631	0.00141809185750831	0.000545231195318897	0.0142592106657829
Brain_Cortex	ENSG00000065613.15	ADHD	36	0.595295320629207	0.218483303518804	0.0150362467972729	0.00535272075169816	0.165832408303018
Brain_Cortex	ENSG00000197748.13	ASD	80	0.000155935327401287	0.989316968743321	1.35658890298221e-07	0.000850999065869632	0.00967596120451877
Brain_Cortex	ENSG00000197748.13	ADHD	73	0.00016071391255575	0.991104049925956	1.18916973961045e-07	0.000725337399770755	0.00800977984474408
Brain_Cortex	ENSG00000197748.13	F3	34	0.000288407743236957	0.995975157484826	4.5590287594231e-08	0.000153857047527704	0.0035825321341226
Brain_Cortex	ENSG00000148834.13	ASD	107	0.119902938462276	0.870471695183039	0.000182386405046394	0.00131596232676817	0.00812701762287053
Brain_Cortex	ENSG00000148834.13	ADHD	98	0.12954039701349	0.863150393725791	0.000273689380066628	0.00181842326275568	0.00521709661789646
Brain_Cortex	ENSG00000065621.15	ASD	147	1.42530267932634e-44	0.989751114034234	2.01309069494957e-47	0.0013890599189157	0.00885982604684882
Brain_Cortex	ENSG00000065621.15	ADHD	137	1.43075735562526e-44	0.993759157856009	1.55480317700134e-47	0.00107475140171995	0.00516609074227223
Brain_Cortex	ENSG00000065621.15	F3	46	1.29389807085058e-43	0.996309538436835	2.73107656071388e-47	0.000206810938179199	0.00348365062498919
Brain_Cortex	ENSG00000228261.1	ASD	129	1.71297428043726e-06	0.990161969524248	2.02346377040998e-09	0.00116096092957527	0.00867535454843167
Brain_Cortex	ENSG00000228261.1	ADHD	120	1.91389466058624e-06	0.994066812461444	1.69614321542727e-09	0.000875912498584059	0.00505535944916877
Brain_Cortex	ENSG00000228261.1	F3	41	7.08000676230846e-06	0.996339070665554	1.22775573957761e-09	0.000169292258311623	0.0034845558416171
Brain_Cortex	ENSG00000148841.17	ASD	94	0.010392358556117	0.979878046370555	8.74849637355855e-06	0.000815976169725537	0.00890487040722845
Brain_Cortex	ENSG00000148841.17	ADHD	88	0.0111613100498135	0.983362105416463	5.10531886428985e-06	0.000444775074037929	0.00502670414082161
Brain_Cortex	ENSG00000148841.17	F3	32	0.0286291974938512	0.967708507796799	3.34996436868259e-06	0.000109684406832806	0.00354926033814871
Brain_Cortex	ENSG00000167325.15	ASD	547	4.22973373556607e-11	0.921102276238747	2.23298154569333e-12	0.0485969773075832	0.0303007464091414
Brain_Cortex	ENSG00000167325.15	ADHD	398	6.29759427204562e-11	0.983421207925765	3.11264530423612e-13	0.00484892210719165	0.0117298699037575
Brain_Cortex	ENSG00000167325.15	F3	187	1.37461899445062e-09	0.970532279730227	4.38185034188528e-12	0.00306734940329684	0.0264003694874758
Brain_Cortex	ENSG00000167333.13	ASD	131	0.381205957892744	0.573199486920097	0.00395715025590493	0.00591443717372858	0.0357229677575254
Brain_Cortex	ENSG00000167333.13	ADHD	106	0.445137094530725	0.547776337886185	0.000531742447278259	0.000648444681381458	0.00590638045443049
Brain_Cortex	ENSG00000167333.13	F3	75	0.485537402413343	0.504641852362142	0.000748475615886883	0.00076962325466138	0.00830264635396742
Brain_Cortex	ENSG00000287074.1	ASD	34	0.324715587285604	0.668137554725696	0.000116057474824861	0.000232002049025477	0.00679879846485013
Brain_Cortex	ENSG00000139155.9	ASD	185	0.000829907249531959	0.981230546427755	1.66438958731112e-06	0.00195188439417892	0.0159859975389473
Brain_Cortex	ENSG00000139155.9	ADHD	137	0.00094153462187407	0.988937467582359	8.26367363998548e-07	0.000858710495976385	0.00926146093242661
Brain_Cortex	ENSG00000139155.9	F3	50	0.211181921995359	0.785171982221673	4.94608838436437e-05	0.000180478847095082	0.00341615605202884
Brain_Cortex	ENSG00000121350.16	ASD	191	1.61482834754526e-07	0.984061328692485	3.89092841285566e-10	0.00235751447758712	0.0135809949580001
Brain_Cortex	ENSG00000121350.16	ADHD	150	2.13496096423411e-07	0.993853718987847	1.95313112906225e-10	0.000903967327630222	0.00524209999311275
Brain_Cortex	ENSG00000121350.16	F3	116	2.55049946022005e-07	0.995944761962639	1.08477262593833e-10	0.000419957934620756	0.00363502494431698
Brain_Cortex	ENSG00000111711.10	ASD	53	0.220645775565692	0.770149849717033	0.0001803930294646	0.000621247501246105	0.00840273418656413
Brain_Cortex	ENSG00000111711.10	ADHD	49	0.225402729238348	0.767622548741102	0.000105743817477468	0.00035360155254528	0.00651537665052717
Brain_Cortex	ENSG00000134548.11	ASD	456	2.08389883033508e-08	0.981981238913918	1.24975585745273e-10	0.00587699638224113	0.0121417437398753
Brain_Cortex	ENSG00000134548.11	ADHD	375	2.14540103603005e-08	0.991971075989103	6.34201192895376e-11	0.00292726032253722	0.00510164217093019
Brain_Cortex	ENSG00000134548.11	F3	214	1.3166163038952e-05	0.99537263315279	1.37556625838571e-08	0.00103636145268346	0.003577825475824
Brain_Cortex	ENSG00000069431.14	ASD	68	0.00137234814113098	0.987245217851318	9.40286769156721e-07	0.000665711421875256	0.0107157822989066
Brain_Cortex	ENSG00000069431.14	ADHD	61	0.00168867721656855	0.992863013398134	5.9389728073542e-07	0.000344080115088353	0.00510363537292815
Brain_Cortex	ENSG00000111728.11	ASD	77	0.00679563019736552	0.982451747184108	5.14405557108748e-06	0.000733667972651264	0.0100138105903039
Brain_Cortex	ENSG00000111728.11	ADHD	72	0.00722920937800633	0.985587200629849	3.58274539920209e-06	0.000481751839746127	0.00669825540699952
Brain_Cortex	ENSG00000111728.11	F3	42	0.010397869441453	0.985075142535117	2.12431538942512e-06	0.00019692581864316	0.00432793788939787
Brain_Cortex	ENSG00000111731.13	ASD	157	0.688767360902452	0.299417436296412	0.0028408077631996	0.00122719426967786	0.00774720076825796
Brain_Cortex	ENSG00000111731.13	ADHD	142	0.71428356989018	0.28129145355745	0.00106207909381612	0.000415308948089488	0.00294758851046363
Brain_Cortex	ENSG00000111731.13	F3	104	0.777686865601631	0.218019101528593	0.00108344720755135	0.000300827127340477	0.00290975853488354
Brain_Cortex	ENSG00000060982.15	ASD	52	0.0126234632980509	0.979201882606588	5.78856832893986e-06	0.000441291595488466	0.0077275739315436
Brain_Cortex	ENSG00000060982.15	ADHD	47	0.0134499536077433	0.977566186409492	5.24804463060312e-06	0.000372831295295618	0.00860578064283791
Brain_Cortex	ENSG00000205707.11	ASD	40	0.574022521477128	0.419819057147333	0.000328160007914674	0.000234408362790886	0.00559585300483397
Brain_Cortex	ENSG00000205707.11	ADHD	34	0.650896036743584	0.346191163192348	0.000210679615540977	0.000109461212731133	0.00259265923579645
Brain_Cortex	ENSG00000064115.11	ASD	134	0.00570062542017065	0.951567249165947	1.92384872771801e-05	0.00317181084886811	0.0395410760777372
Brain_Cortex	ENSG00000064115.11	ADHD	113	0.00694183946855996	0.980582087105615	6.39998870703644e-06	0.000892464769286467	0.0115772086678313
Brain_Cortex	ENSG00000064115.11	F3	48	0.0222019668518683	0.971193666995219	8.51011337826256e-06	0.000366033061365539	0.00622982297816883
Brain_Cortex	ENSG00000152944.9	ASD	154	0.100645603946254	0.877301651803686	0.000357470711979322	0.00309738168195984	0.0185978918561206
Brain_Cortex	ENSG00000152944.9	ADHD	124	0.133715684393021	0.846740443245869	0.000306049318516089	0.00192070785766511	0.0173171151849288
Brain_Cortex	ENSG00000152944.9	F3	65	0.236378203205794	0.757783210855665	0.000126735953658508	0.000400980305190551	0.00531086967969175
Brain_Cortex	ENSG00000275764.1	ASD	288	4.58343493661943e-07	0.984897337829876	1.69668486207096e-09	0.00363440134953515	0.0114678007804106
Brain_Cortex	ENSG00000275764.1	ADHD	250	5.1613970951717e-07	0.945760289918239	1.35287017363745e-08	0.0247601440840854	0.029479036329264
Brain_Cortex	ENSG00000275764.1	F3	112	1.24201698878785e-06	0.995800073071062	8.17795969642647e-10	0.000652129892802923	0.00354655420134975
Brain_Cortex	ENSG00000211455.8	ASD	208	0.000566246640135717	0.990441209478725	1.15165806581318e-06	0.00200742022355835	0.00698397199951482
Brain_Cortex	ENSG00000211455.8	ADHD	175	0.000698784842173742	0.986045730668902	1.76712426481842e-06	0.00248279395052512	0.0107709234141352
Brain_Cortex	ENSG00000211455.8	F3	67	0.00322157857655607	0.992958211835555	8.70459023940569e-07	0.000264739162034819	0.00355459996683053
Brain_Cortex	ENSG00000165935.9	ASD	40	0.470310149555957	0.515753469043262	0.000465824098581662	0.000497861261155658	0.0129726960410443
Brain_Cortex	ENSG00000165935.9	ADHD	38	0.492282209539309	0.498757348605894	0.00030175223186397	0.000297359941947392	0.00836132968098578
Brain_Cortex	ENSG00000110841.14	ASD	63	0.416774472436341	0.57830990327917	0.000201638120779583	0.000275351347146032	0.00443863481656327
Brain_Cortex	ENSG00000110841.14	ADHD	37	0.547166065671817	0.447372725969987	0.0002446302812478	0.00019499249175394	0.00502158558519496
Brain_Cortex	ENSG00000256557.1	ASD	78	0.125894843895747	0.864033190204845	8.45094794460463e-05	0.000570583012757991	0.00941687340720447
Brain_Cortex	ENSG00000256557.1	ADHD	52	0.142455416229141	0.84909219473614	7.88793019892958e-05	0.000462241439256899	0.00791126829347313
Brain_Cortex	ENSG00000278733.1	ASD	84	0.427291912513669	0.55480337366347	0.00100420451322623	0.00128826464949514	0.0156122446601395
Brain_Cortex	ENSG00000278733.1	ADHD	75	0.464392102679327	0.532243051292036	0.00019435163544373	0.00021979707741026	0.0029506973157826
Brain_Cortex	ENSG00000278733.1	F3	51	0.558118624378591	0.439721344073673	0.000124179392679487	9.58964666601188e-05	0.00193995568839645
Brain_Cortex	ENSG00000247934.4	ASD	791	3.89726584549476e-08	0.951164051370024	8.73827413347377e-10	0.021299035540042	0.0275368732434471
Brain_Cortex	ENSG00000247934.4	ADHD	665	4.8621755341628e-08	0.989291505108059	2.2235126400906e-10	0.00451792044259488	0.00619052560523884
Brain_Cortex	ENSG00000247934.4	F3	399	7.16989465151238e-08	0.992603825737085	1.41020667268347e-10	0.00194684796386937	0.00544925445907698
Brain_Cortex	ENSG00000257176.3	ASD	257	3.29730114566979e-25	0.98833741331356	1.35159980316652e-27	0.00404368425211992	0.00761890243431902
Brain_Cortex	ENSG00000257176.3	ADHD	217	5.24079954954621e-25	0.9913874296359	7.71007461193204e-28	0.00145133206593173	0.00716123829816973
Brain_Cortex	ENSG00000257176.3	F3	131	8.56621519408701e-25	0.994029453706138	6.24144738791084e-28	0.000719010275852322	0.00525153601800677
Brain_Cortex	ENSG00000133704.10	ASD	319	2.70987151576953e-21	0.975959948593332	2.76842918553535e-23	0.00995641123338932	0.0140836401732766
Brain_Cortex	ENSG00000133704.10	ADHD	285	2.96416793344318e-21	0.989240192200118	1.35256703490304e-23	0.00450770832251798	0.0062520994773614
Brain_Cortex	ENSG00000133704.10	F3	129	4.22528570418359e-19	0.995320868953109	3.6283894238952e-22	0.000850885960562733	0.00382824508632794
Brain_Cortex	ENSG00000246331.2	ASD	31	0.44937620492899	0.540232068818368	0.000432045271148127	0.000509947395357146	0.0094497335861365
Brain_Cortex	ENSG00000110888.18	ASD	147	3.89321441462404e-12	0.983270773748852	1.37617595153078e-14	0.00346240507502079	0.0132668211722216
Brain_Cortex	ENSG00000110888.18	ADHD	128	4.92813389107669e-12	0.990118194742586	7.12567377041936e-15	0.00142317033577077	0.00845863491670922
Brain_Cortex	ENSG00000110888.18	F3	98	5.04213400439952e-12	0.993644782849355	3.10773129168477e-15	0.000606686795999488	0.00574853034959972
Brain_Cortex	ENSG00000110900.16	ASD	161	4.38658899509981e-24	0.985885294784841	9.71549857483726e-27	0.00217161392468138	0.0119430912904739
Brain_Cortex	ENSG00000110900.16	ADHD	145	4.42644491493678e-24	0.880565648367121	3.39316770031801e-26	0.00663733084359772	0.112797020789279
Brain_Cortex	ENSG00000110900.16	F3	70	1.65204834811443e-23	0.950097663631107	1.77863629578985e-26	0.000973970383320496	0.0489283659855704
Brain_Cortex	ENSG00000245614.5	ASD	77	0.0373981296271159	0.939890332327914	5.53451291269022e-05	0.00136964803731777	0.0212865448785255
Brain_Cortex	ENSG00000245614.5	ADHD	49	0.0638579433704938	0.924136209579044	3.36594775311245e-05	0.00047561498064946	0.0114965725922817
Brain_Cortex	ENSG00000013573.17	ASD	555	0	0.982519191987666	0	0.00719336811495572	0.0102874398973945
Brain_Cortex	ENSG00000013573.17	ADHD	347	0	0.990716551399703	0	0.0035942115390867	0.00568923706121739
Brain_Cortex	ENSG00000013573.17	F3	93	0	0.994974231026853	0	0.000602013729069695	0.00442375524407476
Brain_Cortex	ENSG00000177359.21	ASD	193	1.11796067956745e-06	0.980976960293133	2.35745027183304e-09	0.0020516215981245	0.0169702977906136
Brain_Cortex	ENSG00000177359.21	ADHD	129	1.32488619048342e-06	0.991123512049302	1.57412004294942e-09	0.00116986557512383	0.0077052959152645
Brain_Cortex	ENSG00000174718.12	ASD	39	0.000625389596393272	0.952020807316496	8.17090651624916e-07	0.00119768903030908	0.0461552969661492
Brain_Cortex	ENSG00000174718.12	ADHD	36	0.000681578984972221	0.991746162002776	1.77933986835442e-07	0.000251586179785884	0.0073204948984798
Brain_Cortex	ENSG00000274964.1	ASD	100	0.203518757746003	0.787811292208601	0.000217074689475007	0.000832665439992156	0.00762020991592846
Brain_Cortex	ENSG00000274964.1	ADHD	77	0.24094427675551	0.75284033038847	0.000138120817757756	0.000425912832625274	0.00565135920563655
Brain_Cortex	ENSG00000274964.1	F3	54	0.308129794351433	0.688823459843162	6.74292689389963e-05	0.000147906568561625	0.00283140996790427
Brain_Cortex	ENSG00000139132.16	ASD	70	0.647421364062457	0.341145578535541	0.00128329573487345	0.000666723664783204	0.00948303800234564
Brain_Cortex	ENSG00000139132.16	ADHD	63	0.677797691936808	0.318992762499612	0.000355847361757772	0.000164783967874795	0.00268891423394717
Brain_Cortex	ENSG00000139132.16	F3	54	0.71201551243483	0.286171708045004	0.000204014580647474	8.04687951975845e-05	0.00152829614432165
Brain_Cortex	ENSG00000259937.2	ASD	360	0.00853697102477838	0.977967512740582	4.59302505868608e-05	0.00525342330347544	0.0081961626805777
Brain_Cortex	ENSG00000259937.2	ADHD	318	0.0103876025668072	0.98034416070201	3.70051675482286e-05	0.0034866685986271	0.00574456296500666
Brain_Cortex	ENSG00000259937.2	F3	166	0.0779544711997431	0.915982340264683	8.35501741560871e-05	0.000976730183910566	0.00500290817750744
Brain_Cortex	ENSG00000110975.8	ASD	305	0.00225727755554223	0.900737916484718	2.6393320208033e-05	0.0104453859191476	0.0865330267203838
Brain_Cortex	ENSG00000110975.8	ADHD	247	0.00241690629684523	0.984043046867184	7.36222719988267e-06	0.00298698403194012	0.0105457005768301
Brain_Cortex	ENSG00000110975.8	F3	130	0.0934042109847418	0.900848357584125	9.50134235399354e-05	0.000911627815055655	0.0047407901925373
Brain_Cortex	ENSG00000258794.3	ASD	1534	0.000264852021056363	0.979325703883486	3.37870086381785e-06	0.0124852766899206	0.00792078870467233
Brain_Cortex	ENSG00000258794.3	ADHD	841	0.000677972809186014	0.983989243119048	5.17259130680959e-06	0.00749951458113907	0.00782809689932017
Brain_Cortex	ENSG00000258794.3	F3	303	0.00323171828124179	0.99185226225229	4.39810423359939e-06	0.0013462644407553	0.00356535692147882
Brain_Cortex	ENSG00000139117.14	ASD	99	0.45113457766799	0.53335267528854	0.0025026231973511	0.00294865826822334	0.0100614655778955
Brain_Cortex	ENSG00000139117.14	ADHD	75	0.518190170390903	0.468244078695001	0.00168517274420339	0.00151237808909755	0.0103682000807951
Brain_Cortex	ENSG00000258144.2	ASD	91	3.8814759262048e-05	0.986064149894664	4.86724813548094e-08	0.00122382011235809	0.0126731665612351
Brain_Cortex	ENSG00000258144.2	ADHD	70	5.41648908412234e-05	0.914943990492445	2.85814421967859e-07	0.00474767401674252	0.080253884785549
Brain_Cortex	ENSG00000139116.19	ASD	93	0.736165263961393	0.258573847425781	0.00102362235652646	0.000355659904223694	0.00388160635207622
Brain_Cortex	ENSG00000139116.19	ADHD	93	0.747151043245432	0.248325460530546	0.00110356157515307	0.000363726973384306	0.00305620767548482
Brain_Cortex	ENSG00000139116.19	F3	54	0.8378785135744	0.160755533657486	0.000291002417553134	5.4811641401548e-05	0.00102013870915964
Brain_Cortex	ENSG00000188906.17	ASD	472	0.445103313537311	0.525194449373104	0.0064944064736354	0.007647438575142	0.0155603920408069
Brain_Cortex	ENSG00000188906.17	ADHD	416	0.477164175559087	0.502738332547143	0.00430091947530109	0.00452015573221499	0.0112764166862543
Brain_Cortex	ENSG00000188906.17	F3	344	0.528842408577629	0.458572637742973	0.0030131679826133	0.00260582826507782	0.00696595743170734
Brain_Cortex	ENSG00000165966.16	ASD	289	5.35011054198348e-12	0.959816012467223	1.38230440604981e-13	0.0247833000612238	0.015400687466063
Brain_Cortex	ENSG00000165966.16	ADHD	267	4.37986258810321e-12	0.773353760745616	8.40395380451965e-14	0.0146268691775072	0.212019370072411
Brain_Cortex	ENSG00000165966.16	F3	90	0.00230186374514377	0.989225882438392	5.6097144677295e-06	0.00240471270992822	0.00606193139206817
Brain_Cortex	ENSG00000151233.11	ASD	81	0.334804500485206	0.659849820008834	0.000196411994261321	0.000382331860431482	0.00476693565126702
Brain_Cortex	ENSG00000151233.11	ADHD	62	0.406276070406663	0.58914352101331	0.000172195000545499	0.000245538393401887	0.00416267518608032
Brain_Cortex	ENSG00000139168.9	ASD	228	0.000197253817016108	0.991095743661283	3.28347059565229e-07	0.00164270574503668	0.00706396842960439
Brain_Cortex	ENSG00000139168.9	ADHD	194	0.000213631669508371	0.988388236497037	3.98483497785369e-07	0.00183405999234528	0.00956367335761191
Brain_Cortex	ENSG00000139168.9	F3	92	0.000332899785677292	0.994108168166397	1.65592578060327e-07	0.00048942462157502	0.00506934183377335
Brain_Cortex	ENSG00000257261.7	ASD	34	0.00115759414176131	0.99037084237243	7.62400757431858e-07	0.000644439794111614	0.00782636129093925
Brain_Cortex	ENSG00000179715.13	ASD	108	0.549183890686346	0.441469506562555	0.00100610974205019	0.000801236782005938	0.0075392562270434
Brain_Cortex	ENSG00000179715.13	ADHD	102	0.557542402520005	0.433500516311737	0.00103219996667183	0.000795426936902606	0.00712945426468368
Brain_Cortex	ENSG00000179715.13	F3	76	0.636978929837599	0.356918430662348	0.000762427874896587	0.000422293325046194	0.00491791830011053
Brain_Cortex	ENSG00000079337.16	ASD	278	1.75122338019862e-11	0.974037309670443	7.81013456982387e-14	0.00432238716392044	0.0216403031480461
Brain_Cortex	ENSG00000079337.16	ADHD	251	2.19881971591271e-11	0.965531706225898	1.08889000914665e-13	0.0047517478953392	0.0297165458566638
Brain_Cortex	ENSG00000079337.16	F3	113	2.6052213390548e-11	0.988293435883719	1.74568996200856e-14	0.000651173920129939	0.0110553901700825
Brain_Cortex	ENSG00000268069.2	ASD	55	3.69567090599429e-07	0.977011067733216	3.44814701229801e-10	0.000889474989406931	0.0220990873654715
Brain_Cortex	ENSG00000268069.2	ADHD	49	3.98917454144708e-07	0.982872519412772	3.61669910944375e-10	0.000874847950081784	0.0162522333580216
Brain_Cortex	ENSG00000276691.1	ASD	98	9.43336639429253e-08	0.988521064139756	1.37841850688562e-10	0.0014343982640736	0.0100444431246631
Brain_Cortex	ENSG00000276691.1	ADHD	88	9.44201391650675e-08	0.950042221256878	3.83077712545084e-10	0.00380832495294013	0.0461493589869636
Brain_Cortex	ENSG00000276691.1	F3	44	2.91624865011268e-07	0.989870473580465	1.83771835379009e-10	0.00061426693689831	0.00951496767400066
Brain_Cortex	ENSG00000134291.12	ASD	47	0.00098930866048629	0.990295514698346	5.05742909432789e-07	0.000498030757466747	0.00821664014079186
Brain_Cortex	ENSG00000134291.12	ADHD	42	0.000998868880236145	0.976452227857369	3.22583876993581e-07	0.000293088945954577	0.0222554917325629
Brain_Cortex	ENSG00000139219.19	ASD	46	0.818037511451868	0.174654875976675	0.00145242129022967	0.000304548168689775	0.00555064311253784
Brain_Cortex	ENSG00000139219.19	ADHD	37	0.825305186734002	0.144224770927533	0.00553790434535655	0.000943778472029271	0.0239883595210795
Brain_Cortex	ENSG00000240399.1	ASD	325	1.26670237042482e-09	0.98515109369899	6.86992197919706e-12	0.00533342166545136	0.00951548336198772
Brain_Cortex	ENSG00000240399.1	ADHD	288	9.47349087856645e-10	0.712428739548485	3.75760726170302e-10	0.282575886319918	0.00499537280848736
Brain_Cortex	ENSG00000240399.1	F3	188	1.92376417414019e-09	0.960953068763214	6.68406569020385e-11	0.0333823854217439	0.00566454382443723
Brain_Cortex	ENSG00000152556.17	ASD	300	0.448529546391929	0.507628812157626	0.00747083260754441	0.00842726283426936	0.0279435460086313
Brain_Cortex	ENSG00000152556.17	ADHD	264	0.42339293707851	0.426332447331198	0.0264914156932716	0.0265781338371167	0.0972050660599034
Brain_Cortex	ENSG00000152556.17	F3	213	0.478279686806209	0.390004946007453	0.0233885760674417	0.0189824678360107	0.0893443232828856
Brain_Cortex	ENSG00000177981.11	ASD	409	4.32316040137799e-20	0.984418760897931	2.81863853918301e-22	0.00640909690300517	0.0091721421990606
Brain_Cortex	ENSG00000177981.11	ADHD	368	2.95818523548687e-20	0.637276905366247	1.66185035042248e-20	0.358004927677533	0.00471816695621696
Brain_Cortex	ENSG00000177981.11	F3	204	1.0524344265757e-19	0.958709901966991	3.88817096421866e-21	0.0354132229739031	0.0058768750591078
Brain_Cortex	ENSG00000177875.5	ASD	199	0.0280230014490223	0.960040717483262	6.02674260158438e-05	0.00205488214514474	0.00982113149655553
Brain_Cortex	ENSG00000177875.5	ADHD	170	0.000714843412188135	0.0226078240696744	0.00133800521456643	0.0413821444688983	0.933957182834673
Brain_Cortex	ENSG00000177875.5	F3	71	0.0590133464612277	0.500435391526335	0.00206638017087724	0.0171015980732475	0.421383283768312
Brain_Cortex	ENSG00000279875.1	ASD	148	0.00842830692250363	0.982063017519243	1.68416683229623e-05	0.00195484760238303	0.00753698628754643
Brain_Cortex	ENSG00000279875.1	ADHD	134	0.00353731717417847	0.354319410272106	0.000366254720720275	0.0360806255474826	0.605696392285513
Brain_Cortex	ENSG00000269514.3	ASD	41	0.164304265761568	0.789969031057106	0.000390216487744071	0.0018326430676967	0.0435038436258853
Brain_Cortex	ENSG00000269514.3	ADHD	39	0.167767434772718	0.76238218929468	0.000862847525791993	0.00385588906787982	0.065131639338931
Brain_Cortex	ENSG00000275228.1	ASD	81	0.0559532201309011	0.934803423305796	5.6671483438677e-05	0.000938555228352994	0.0082481298515109
Brain_Cortex	ENSG00000275228.1	ADHD	71	0.038084044583245	0.490883643096762	0.00373774538343288	0.0477580688709517	0.419536498065609
Brain_Cortex	ENSG00000275228.1	F3	43	0.0920930421767622	0.850926435098297	0.000344155420117418	0.00312643654335083	0.0535099307614729
Brain_Cortex	ENSG00000187166.1	ASD	282	4.84510095734223e-10	0.989684168738289	1.53263154744032e-12	0.00312343623913925	0.00719239453653039
Brain_Cortex	ENSG00000187166.1	ADHD	255	4.10572565540469e-10	0.853171558882777	5.92798428613776e-11	0.123160100350606	0.0236683402967666
Brain_Cortex	ENSG00000187166.1	F3	163	5.8211042149662e-09	0.987336722535504	3.27091725595718e-11	0.00554078836651949	0.00712248324416277
Brain_Cortex	ENSG00000167528.13	ASD	62	0.2024507635484	0.784138976989545	0.000199850018506027	0.000761616892932427	0.0124487925506162
Brain_Cortex	ENSG00000167528.13	ADHD	58	0.206432847078669	0.776555147121618	0.000265578982386568	0.000983286810900935	0.0157631400064257
Brain_Cortex	ENSG00000167528.13	F3	40	0.287369786168403	0.703488103014231	0.000148174990195533	0.00035409607677258	0.00863983975039811
Brain_Cortex	ENSG00000177627.11	ASD	133	0.0507678181591031	0.890982215648775	0.000327460845989645	0.00569475529309673	0.0522277500530354
Brain_Cortex	ENSG00000177627.11	ADHD	97	0.0652773117300474	0.895435152957929	0.000591169552294404	0.00807869296597669	0.0306176727937525
Brain_Cortex	ENSG00000177627.11	F3	61	0.0812883764671946	0.892285523297345	0.000185877057380072	0.00201610950623115	0.0242241136718497
Brain_Cortex	ENSG00000139620.13	ASD	91	0.0101083419903356	0.979314934416746	1.82979572314121e-05	0.00176394557990393	0.00879448005578327
Brain_Cortex	ENSG00000139620.13	ADHD	78	0.011764124822882	0.980818507577756	1.01489716823154e-05	0.000839589599730433	0.00656762902794962
Brain_Cortex	ENSG00000239617.1	ASD	193	2.02189061113846e-14	0.989179161329321	5.21286993168206e-17	0.00254203835271373	0.00827880031794408
Brain_Cortex	ENSG00000239617.1	ADHD	165	2.13907221429036e-14	0.947396238310981	2.05721751302903e-16	0.00906789159930855	0.0435358700896883
Brain_Cortex	ENSG00000239617.1	F3	116	2.7133611379194e-14	0.993390755320726	1.54752072675062e-17	0.000560515286778295	0.00604872939246743
Brain_Cortex	ENSG00000139537.11	ASD	262	5.24321772963591e-17	0.987543265434167	2.8535948636924e-19	0.00536756535636685	0.00708916920946591
Brain_Cortex	ENSG00000139537.11	ADHD	228	5.76697057858849e-17	0.968444086161097	5.55233667538366e-19	0.0093017532092272	0.0222541606296792
Brain_Cortex	ENSG00000139537.11	F3	134	9.47991834005527e-17	0.995820911192348	5.83620696717877e-20	0.000609496547287115	0.00356959226036785
Brain_Cortex	ENSG00000134285.11	ASD	194	1.71966013059541e-10	0.988532079496231	4.72102907039618e-13	0.00270508078646573	0.00876283954486582
Brain_Cortex	ENSG00000134285.11	ADHD	168	2.02477614143812e-10	0.948193415732223	8.56948306348977e-13	0.00396520838856055	0.0478413756758805
Brain_Cortex	ENSG00000134285.11	F3	115	2.22884786096974e-10	0.993007702718235	1.13596587886845e-13	0.00049960864200364	0.00649268841676282
Brain_Cortex	ENSG00000169884.14	ASD	266	8.10808933144948e-13	0.988391694859693	3.235888805861e-15	0.00393693936859395	0.00767136577089835
Brain_Cortex	ENSG00000169884.14	ADHD	230	8.03604190023103e-13	0.982551564700137	8.27708303404253e-15	0.0101128965197639	0.00733553877928696
Brain_Cortex	ENSG00000169884.14	F3	148	1.10068063578117e-12	0.995588537294456	8.77625795727367e-16	0.000790209540124761	0.00362125316431582
Brain_Cortex	ENSG00000167550.11	ASD	148	0.000880872583260499	0.989831544404103	1.23278959779174e-06	0.00137736972461328	0.00790898049842545
Brain_Cortex	ENSG00000167550.11	ADHD	131	5.68494158816732e-05	0.0614704068052618	6.87051448291182e-05	0.0734248466005622	0.864979192033465
Brain_Cortex	ENSG00000167550.11	F3	88	0.000958284210345434	0.970369960012669	3.2035635970034e-06	0.0032185164680977	0.0254500357452915
Brain_Cortex	ENSG00000139636.16	ASD	43	0.102112004370235	0.887829783789231	4.39369329797875e-05	0.00037237506229732	0.00964189984525738
