section	exposure	n_snps	min_F	p10_F	p25_F	median_F	p75_F	p90_F	max_F	mean_F
PANEL_PERCENTILES	Chong_2022	951	30.7520661157025	33.8512396694215	39.9194214876033	57.1536	126.051652892562	189.960302457467	441	97.3028508989765
PANEL_PERCENTILES	Gupta_2023_adj	799	30.1986667517942	32.5569616212471	35.4785181679286	49.216405530106	82.2395586369038	204.047344264342	494.789786309283	91.5601219319833
PANEL_PERCENTILES	Gupta_2023_raw	1136	30.034974886244	32.2206118368164	36.0012326994586	47.7217045807014	99.8288892370996	166.21095427159	389.849120545312	79.72137128005
PANEL_PERCENTILES	Longchamps_2022	1383	29.3236699219519	33.232136836665	38.2270270608542	47.3988463149254	99.8076615287262	244.369329146608	634.237880576521	97.5440122114872
