pair	exposure	outcome	n_iv	method	beta	se	p	egger_intercept	egger_intercept_p	cochran_Q_p_ivw	presso_global_p	presso_raw_p	presso_outlier_corrected_b	presso_outlier_corrected_p
Longchamps_2022__OCD	Longchamps_2022	OCD	70	Robust adjusted profile score (RAPS)	0.00474192525488405	0.0676364008114226	0.94410684652451	0.00366274910454676	0.298996370377005	0.820486091409924	0.819571428571429	0.984209943939694		
Longchamps_2022__PTSD	Longchamps_2022	PTSD	82	Inverse variance weighted	0.0171670755907317	0.0118425442402653	0.147167187196101	-0.000111401364540849	0.853543471616965	0.00605088244009765	0.00297619047619048	0.06678994308765		
Longchamps_2022__PTSD	Longchamps_2022	PTSD	82	MR Egger	0.0209915361072706	0.0238410084646715	0.381236679787058	-0.000111401364540849	0.853543471616965	0.00605088244009765	0.00297619047619048	0.06678994308765		
Longchamps_2022__PTSD	Longchamps_2022	PTSD	82	Weighted median	0.0141290628023326	0.0166354349092143	0.395694720232343	-0.000111401364540849	0.853543471616965	0.00605088244009765	0.00297619047619048	0.06678994308765		
Longchamps_2022__PTSD	Longchamps_2022	PTSD	82	Robust adjusted profile score (RAPS)	0.0110399804059865	0.0120572770410259	0.359862042753778	-0.000111401364540849	0.853543471616965	0.00605088244009765	0.00297619047619048	0.06678994308765		
Longchamps_2022__AN	Longchamps_2022	AN	63	Inverse variance weighted	0.0150642751547308	0.0851038852552379	0.859500198552593	-0.00273686712502876	0.541901272772265	0.916216803709305	0.981486486486487	0.624071668758108		
Longchamps_2022__AN	Longchamps_2022	AN	63	MR Egger	0.112177399759201	0.179746495301553	0.534897730760136	-0.00273686712502876	0.541901272772265	0.916216803709305	0.981486486486487	0.624071668758108		
Longchamps_2022__AN	Longchamps_2022	AN	63	Weighted median	-0.023832789000374	0.140573953239488	0.8653725782491	-0.00273686712502876	0.541901272772265	0.916216803709305	0.981486486486487	0.624071668758108		
Longchamps_2022__AN	Longchamps_2022	AN	63	Robust adjusted profile score (RAPS)	0.0265268080991217	0.0880833463514141	0.763295714543054	-0.00273686712502876	0.541901272772265	0.916216803709305	0.981486486486487	0.624071668758108		
Longchamps_2022__BPD	Longchamps_2022	BPD	56	Inverse variance weighted	-0.0231120010150347	0.0975812069987246	0.812774018099565	-0.0010860447722735	0.831292684523504	0.90473674340551	0.910172413793103	0.709970096016857		
Longchamps_2022__BPD	Longchamps_2022	BPD	56	MR Egger	0.0144429664695903	0.200740184752631	0.94290867149037	-0.0010860447722735	0.831292684523504	0.90473674340551	0.910172413793103	0.709970096016857		
Longchamps_2022__BPD	Longchamps_2022	BPD	56	Weighted median	-0.0884973557436942	0.156762980293417	0.572393704210351	-0.0010860447722735	0.831292684523504	0.90473674340551	0.910172413793103	0.709970096016857		
Longchamps_2022__BPD	Longchamps_2022	BPD	56	Robust adjusted profile score (RAPS)	-0.0704449768893598	0.101017516164533	0.485581232542267	-0.0010860447722735	0.831292684523504	0.90473674340551	0.910172413793103	0.709970096016857		
Longchamps_2022__TS	Longchamps_2022	TS	61	Inverse variance weighted	0.0918669794806837	0.162221399974372	0.571185667799633	-0.00637522753801173	0.469655734822224	0.992804603878592	1	0.439396335482362		
Longchamps_2022__TS	Longchamps_2022	TS	61	MR Egger	0.303961008255396	0.333550676888551	0.365851567573093	-0.00637522753801173	0.469655734822224	0.992804603878592	1	0.439396335482362		
Longchamps_2022__TS	Longchamps_2022	TS	61	Weighted median	0.0515821231911303	0.246687992280676	0.83437123794183	-0.00637522753801173	0.469655734822224	0.992804603878592	1	0.439396335482362		
Longchamps_2022__TS	Longchamps_2022	TS	61	Robust adjusted profile score (RAPS)	0.0634739616096985	0.167596824879011	0.704888301822848	-0.00637522753801173	0.469655734822224	0.992804603878592	1	0.439396335482362		
