pair	exposure	outcome	n_iv	method	beta	se	p	egger_intercept	egger_intercept_p	cochran_Q_p_ivw	presso_global_p	presso_raw_p	presso_outlier_corrected_b	presso_outlier_corrected_p
Longchamps_2022__PPD	Longchamps_2022	PPD	82	Inverse variance weighted	0.0166369708177866	0.0781918823025567	0.831505526305575	-0.00281832492379017	0.48136740444529	0.676715917020113	0.714285714285714	0.879304113656484		
Longchamps_2022__PPD	Longchamps_2022	PPD	82	MR Egger	0.116308622401774	0.161139111849501	0.472527941757865	-0.00281832492379017	0.48136740444529	0.676715917020113	0.714285714285714	0.879304113656484		
Longchamps_2022__PPD	Longchamps_2022	PPD	82	Weighted median	0.134983967246967	0.119240943172528	0.257623083027578	-0.00281832492379017	0.48136740444529	0.676715917020113	0.714285714285714	0.879304113656484		
Longchamps_2022__PPD	Longchamps_2022	PPD	82	Robust adjusted profile score (RAPS)	0.0260475880923411	0.0811693345621034	0.748282918917864	-0.00281832492379017	0.48136740444529	0.676715917020113	0.714285714285714	0.879304113656484		
Longchamps_2022__ADR_PercImp	Longchamps_2022	ADR_PercImp	50	Inverse variance weighted	-0.134456430810561	0.13163584997245	0.307052108597188	0.00600550975607535	0.428298587575537	0.999999999930417	1	0.0133330472310159		
Longchamps_2022__ADR_PercImp	Longchamps_2022	ADR_PercImp	50	MR Egger	-0.321715120180674	0.26883609603276	0.237302366368408	0.00600550975607535	0.428298587575537	0.999999999930417	1	0.0133330472310159		
Longchamps_2022__ADR_PercImp	Longchamps_2022	ADR_PercImp	50	Weighted median	-0.208032744292734	0.182439603717227	0.254168496356759	0.00600550975607535	0.428298587575537	0.999999999930417	1	0.0133330472310159		
Longchamps_2022__ADR_PercImp	Longchamps_2022	ADR_PercImp	50	Robust adjusted profile score (RAPS)	-0.134654226940996	0.135309199957839	0.319658727655299	0.00600550975607535	0.428298587575537	0.999999999930417	1	0.0133330472310159		
Longchamps_2022__ADR_NonRem	Longchamps_2022	ADR_NonRem	42	Inverse variance weighted	0.137993086421225	0.326021616880305	0.672102941526114	-0.00213547679889647	0.907242692789925	0.999999999996444	1	0.166926125563599		
Longchamps_2022__ADR_NonRem	Longchamps_2022	ADR_NonRem	42	MR Egger	0.206930989728389	0.672263279842254	0.759822211861174	-0.00213547679889647	0.907242692789925	0.999999999996444	1	0.166926125563599		
Longchamps_2022__ADR_NonRem	Longchamps_2022	ADR_NonRem	42	Weighted median	0.0473453787411308	0.440707841707449	0.914447612105023	-0.00213547679889647	0.907242692789925	0.999999999996444	1	0.166926125563599		
Longchamps_2022__ADR_NonRem	Longchamps_2022	ADR_NonRem	42	Robust adjusted profile score (RAPS)	0.138138437565351	0.334931391762382	0.680018406258626	-0.00213547679889647	0.907242692789925	0.999999999996444	1	0.166926125563599		
Longchamps_2022__BD_noUKBB	Longchamps_2022	BD_noUKBB	76	Inverse variance weighted	0.126810181633996	0.0558652276841669	0.0232118030116802	-0.0013283631604138	0.652794846115478	0.279585631476862	0.318205128205128	0.0190283857437656		
Longchamps_2022__BD_noUKBB	Longchamps_2022	BD_noUKBB	76	MR Egger	0.171039555325039	0.112878600321497	0.133968596922882	-0.0013283631604138	0.652794846115478	0.279585631476862	0.318205128205128	0.0190283857437656		
Longchamps_2022__BD_noUKBB	Longchamps_2022	BD_noUKBB	76	Weighted median	0.114227262647534	0.0856740705455818	0.182440938169782	-0.0013283631604138	0.652794846115478	0.279585631476862	0.318205128205128	0.0190283857437656		
Longchamps_2022__BD_noUKBB	Longchamps_2022	BD_noUKBB	76	Robust adjusted profile score (RAPS)	0.138372427541419	0.0627240157494612	0.0273803733476648	-0.0013283631604138	0.652794846115478	0.279585631476862	0.318205128205128	0.0190283857437656		
Longchamps_2022__MDD_noUKBB	Longchamps_2022	MDD_noUKBB	82	Inverse variance weighted	0.0440393832045145	0.0537309369593413	0.412428176780837	0.000461345829124019	0.864236787736264	0.283440630854406	0.338352941176471	0.293404519804004		
Longchamps_2022__MDD_noUKBB	Longchamps_2022	MDD_noUKBB	82	MR Egger	0.0281687044968664	0.107155607168068	0.793321492366606	0.000461345829124019	0.864236787736264	0.283440630854406	0.338352941176471	0.293404519804004		
Longchamps_2022__MDD_noUKBB	Longchamps_2022	MDD_noUKBB	82	Weighted median	0.00272155800091802	0.0845573583213395	0.974323769196832	0.000461345829124019	0.864236787736264	0.283440630854406	0.338352941176471	0.293404519804004		
Longchamps_2022__MDD_noUKBB	Longchamps_2022	MDD_noUKBB	82	Robust adjusted profile score (RAPS)	0.0429151843980485	0.0565049977998405	0.447557338963368	0.000461345829124019	0.864236787736264	0.283440630854406	0.338352941176471	0.293404519804004		
Longchamps_2022__BPD_noUKBB	Longchamps_2022	BPD_noUKBB	57	Inverse variance weighted	-0.0324996140441695	0.0978692243796089	0.739835008353066	-0.00162946767283077	0.747430619382352	0.874858024287062	0.882372881355932	0.677823503615584		
Longchamps_2022__BPD_noUKBB	Longchamps_2022	BPD_noUKBB	57	MR Egger	0.0243157588738505	0.200984355694157	0.904145145213393	-0.00162946767283077	0.747430619382352	0.874858024287062	0.882372881355932	0.677823503615584		
Longchamps_2022__BPD_noUKBB	Longchamps_2022	BPD_noUKBB	57	Weighted median	-0.0486802681173629	0.160570554072813	0.761759867812391	-0.00162946767283077	0.747430619382352	0.874858024287062	0.882372881355932	0.677823503615584		
Longchamps_2022__BPD_noUKBB	Longchamps_2022	BPD_noUKBB	57	Robust adjusted profile score (RAPS)	-0.0667441432444818	0.101348967532886	0.51017983159068	-0.00162946767283077	0.747430619382352	0.874858024287062	0.882372881355932	0.677823503615584		
Longchamps_2022__PFactor	Longchamps_2022	PFactor	33	Inverse variance weighted	0.0125119881630897	0.0164017483883518	0.445555970767086	0.000379225951972885	0.6897872912521	3.02608502178901e-08		0.45114318583693	0.00841592483203475	0.592824943992166
Longchamps_2022__PFactor	Longchamps_2022	PFactor	33	MR Egger	8.92032876827483e-05	0.0350278520094291	0.997984396222481	0.000379225951972885	0.6897872912521	3.02608502178901e-08		0.45114318583693	0.00841592483203475	0.592824943992166
Longchamps_2022__PFactor	Longchamps_2022	PFactor	33	Weighted median	0.00861870347171867	0.0168850876872643	0.609748245893125	0.000379225951972885	0.6897872912521	3.02608502178901e-08		0.45114318583693	0.00841592483203475	0.592824943992166
Longchamps_2022__PFactor	Longchamps_2022	PFactor	33	Robust adjusted profile score (RAPS)	0.0100420720332503	0.0168519302472565	0.551241763696485	0.000379225951972885	0.6897872912521	3.02608502178901e-08		0.45114318583693	0.00841592483203475	0.592824943992166
Longchamps_2022__F1	Longchamps_2022	F1	33	Inverse variance weighted	0.0123282076527551	0.0522023439863867	0.813306999481073	0.00449979696673547	0.142775646141705	0.947654644979408	0.952121212121212	0.768217281386724		
Longchamps_2022__F1	Longchamps_2022	F1	33	MR Egger	-0.138833712005846	0.113271829773847	0.229553804645898	0.00449979696673547	0.142775646141705	0.947654644979408	0.952121212121212	0.768217281386724		
Longchamps_2022__F1	Longchamps_2022	F1	33	Weighted median	-0.0648475227730401	0.0760758212245546	0.393988526370309	0.00449979696673547	0.142775646141705	0.947654644979408	0.952121212121212	0.768217281386724		
Longchamps_2022__F1	Longchamps_2022	F1	33	Robust adjusted profile score (RAPS)	0.0159667049709538	0.0539597107451729	0.767306075134236	0.00449979696673547	0.142775646141705	0.947654644979408	0.952121212121212	0.768217281386724		
Longchamps_2022__F2	Longchamps_2022	F2	33	Inverse variance weighted	0.0480892038175737	0.0476680925041148	0.313054137589075	0.00423929692199738	0.124311888750605	0.000661557532080104	0.00121212121212121	0.320621987845005	0.0365260211185976	0.415725533199153
Longchamps_2022__F2	Longchamps_2022	F2	33	MR Egger	-0.0939939408337514	0.101291147637645	0.360598579087013	0.00423929692199738	0.124311888750605	0.000661557532080104	0.00121212121212121	0.320621987845005	0.0365260211185976	0.415725533199153
Longchamps_2022__F2	Longchamps_2022	F2	33	Weighted median	-0.00583191021323621	0.0501179048905902	0.907364218299132	0.00423929692199738	0.124311888750605	0.000661557532080104	0.00121212121212121	0.320621987845005	0.0365260211185976	0.415725533199153
Longchamps_2022__F2	Longchamps_2022	F2	33	Robust adjusted profile score (RAPS)	0.0418838035215954	0.0461904007860476	0.364531485711386	0.00423929692199738	0.124311888750605	0.000661557532080104	0.00121212121212121	0.320621987845005	0.0365260211185976	0.415725533199153
Longchamps_2022__F3	Longchamps_2022	F3	33	Inverse variance weighted	-0.0821944727609938	0.0416406753567433	0.0483932686157263	-0.00107390921014401	0.654279565609956	0.526519590096633	0.559090909090909	0.0527517784998594		
Longchamps_2022__F3	Longchamps_2022	F3	33	MR Egger	-0.0459792289321926	0.0902667379183328	0.614099443223387	-0.00107390921014401	0.654279565609956	0.526519590096633	0.559090909090909	0.0527517784998594		
Longchamps_2022__F3	Longchamps_2022	F3	33	Weighted median	-0.0334963515912912	0.0615222270178431	0.586125415677526	-0.00107390921014401	0.654279565609956	0.526519590096633	0.559090909090909	0.0527517784998594		
Longchamps_2022__F3	Longchamps_2022	F3	33	Robust adjusted profile score (RAPS)	-0.0731982501137564	0.0431504853131569	0.0898199485159835	-0.00107390921014401	0.654279565609956	0.526519590096633	0.559090909090909	0.0527517784998594		
Longchamps_2022__F4	Longchamps_2022	F4	33	Inverse variance weighted	0.00851837573366204	0.0175911526810986	0.628214101537206	-0.000108739868562618	0.914709638289851	7.66515764146439e-06		0.631511962697025	0.00309445653164986	0.84848037865087
Longchamps_2022__F4	Longchamps_2022	F4	33	MR Egger	0.0120795168792702	0.0375103173622462	0.749590205373367	-0.000108739868562618	0.914709638289851	7.66515764146439e-06		0.631511962697025	0.00309445653164986	0.84848037865087
Longchamps_2022__F4	Longchamps_2022	F4	33	Weighted median	0.00332897642439645	0.0184587114765469	0.856880024378506	-0.000108739868562618	0.914709638289851	7.66515764146439e-06		0.631511962697025	0.00309445653164986	0.84848037865087
Longchamps_2022__F4	Longchamps_2022	F4	33	Robust adjusted profile score (RAPS)	0.00899919975618449	0.0181042179719411	0.619134387058224	-0.000108739868562618	0.914709638289851	7.66515764146439e-06		0.631511962697025	0.00309445653164986	0.84848037865087
Longchamps_2022__F5	Longchamps_2022	F5	33	Inverse variance weighted	0.0555050180685874	0.0257258707694015	0.0309623347799229	0.000483411075952364	0.746914718191998	0.0223599562390814	0.0266666666666667	0.0385749546878944		
Longchamps_2022__F5	Longchamps_2022	F5	33	MR Egger	0.0401877735094694	0.0537949735322878	0.460659758540977	0.000483411075952364	0.746914718191998	0.0223599562390814	0.0266666666666667	0.0385749546878944		
Longchamps_2022__F5	Longchamps_2022	F5	33	Weighted median	0.0776723067117076	0.0320092746019894	0.0152428853780935	0.000483411075952364	0.746914718191998	0.0223599562390814	0.0266666666666667	0.0385749546878944		
Longchamps_2022__F5	Longchamps_2022	F5	33	Robust adjusted profile score (RAPS)	0.0535846305526853	0.0253002106118583	0.0341791367557714	0.000483411075952364	0.746914718191998	0.0223599562390814	0.0266666666666667	0.0385749546878944		
Longchamps_2022__BMI	Longchamps_2022	BMI	30	Inverse variance weighted	-0.0678143089556748	0.0297426337770411	0.0226054872183524	-0.00103946958420225	0.488455398474641	5.51239226385638e-11		0.0261371949744048	-0.0645421865701798	0.00583053680471042
Longchamps_2022__BMI	Longchamps_2022	BMI	30	MR Egger	-0.0297447856652901	0.0619759537042401	0.63499759040852	-0.00103946958420225	0.488455398474641	5.51239226385638e-11		0.0261371949744048	-0.0645421865701798	0.00583053680471042
Longchamps_2022__BMI	Longchamps_2022	BMI	30	Weighted median	-0.038812090180782	0.0252056818511122	0.123605423763301	-0.00103946958420225	0.488455398474641	5.51239226385638e-11		0.0261371949744048	-0.0645421865701798	0.00583053680471042
Longchamps_2022__BMI	Longchamps_2022	BMI	30	Robust adjusted profile score (RAPS)	-0.0566648217212112	0.0285164368987881	0.046912054623899	-0.00103946958420225	0.488455398474641	5.51239226385638e-11		0.0261371949744048	-0.0645421865701798	0.00583053680471042
Longchamps_2022__Height	Longchamps_2022	Height	28	Inverse variance weighted	-0.0328282010261705	0.0338788670981029	0.332551392166873	-9.79320939645877e-05	0.955505496613812	6.73019110443537e-24		0.492327092330286	-0.014262199133035	0.531861279407852
Longchamps_2022__Height	Longchamps_2022	Height	28	MR Egger	-0.0293438925680557	0.0708318497293299	0.682070387737044	-9.79320939645877e-05	0.955505496613812	6.73019110443537e-24		0.492327092330286	-0.014262199133035	0.531861279407852
Longchamps_2022__Height	Longchamps_2022	Height	28	Weighted median	-0.0301313268212197	0.0206133066220915	0.143812045965107	-9.79320939645877e-05	0.955505496613812	6.73019110443537e-24		0.492327092330286	-0.014262199133035	0.531861279407852
Longchamps_2022__Height	Longchamps_2022	Height	28	Robust adjusted profile score (RAPS)	-0.0262620495920769	0.0319374301561307	0.410907944530522	-9.79320939645877e-05	0.955505496613812	6.73019110443537e-24		0.492327092330286	-0.014262199133035	0.531861279407852
Chong_2022__SCZ	Chong_2022	SCZ	49	Inverse variance weighted	-0.0308239795946209	0.0788714672655429	0.695935606993817	0.00704771298517683	0.112267562556129	0.000116182706996068		0.825389733687413	-0.0159088230114382	0.816948233087189
Chong_2022__SCZ	Chong_2022	SCZ	49	MR Egger	-0.29524087511488	0.180862131369881	0.109276349226572	0.00704771298517683	0.112267562556129	0.000116182706996068		0.825389733687413	-0.0159088230114382	0.816948233087189
Chong_2022__SCZ	Chong_2022	SCZ	49	Weighted median	-0.13927897950442	0.0918790363568991	0.129545883661723	0.00704771298517683	0.112267562556129	0.000116182706996068		0.825389733687413	-0.0159088230114382	0.816948233087189
Chong_2022__SCZ	Chong_2022	SCZ	49	Robust adjusted profile score (RAPS)	-0.0589005041535731	0.0805697333422659	0.464748608571527	0.00704771298517683	0.112267562556129	0.000116182706996068		0.825389733687413	-0.0159088230114382	0.816948233087189
Chong_2022__BD	Chong_2022	BD	48	Inverse variance weighted	0.0351130306762398	0.0710181129843455	0.621007054363474	-0.00393084400055413	0.314614495920616	0.00157780198937736	0.000350877192982456	0.700963386470814	0.0550171125519056	0.354214083676691
Chong_2022__BD	Chong_2022	BD	48	MR Egger	0.180284516871736	0.159461948605006	0.264092278555424	-0.00393084400055413	0.314614495920616	0.00157780198937736	0.000350877192982456	0.700963386470814	0.0550171125519056	0.354214083676691
Chong_2022__BD	Chong_2022	BD	48	Weighted median	0.115618803602916	0.0863946036543951	0.180810333399496	-0.00393084400055413	0.314614495920616	0.00157780198937736	0.000350877192982456	0.700963386470814	0.0550171125519056	0.354214083676691
Chong_2022__BD	Chong_2022	BD	48	Robust adjusted profile score (RAPS)	0.0455316958887011	0.0708948699726642	0.52071576621581	-0.00393084400055413	0.314614495920616	0.00157780198937736	0.000350877192982456	0.700963386470814	0.0550171125519056	0.354214083676691
Chong_2022__MDD	Chong_2022	MDD	47	Inverse variance weighted	0.00185726483038945	0.0271249123191979	0.945410852465545	-8.01462594532098e-05	0.957865677235389	0.00109918223993585		0.824644516160637	-0.0135271260314935	0.568018903646293
Chong_2022__MDD	Chong_2022	MDD	47	MR Egger	0.00475079042424168	0.0609786682100815	0.938245793949623	-8.01462594532098e-05	0.957865677235389	0.00109918223993585		0.824644516160637	-0.0135271260314935	0.568018903646293
Chong_2022__MDD	Chong_2022	MDD	47	Weighted median	-0.0106667967393056	0.0321781305974946	0.740272791945384	-8.01462594532098e-05	0.957865677235389	0.00109918223993585		0.824644516160637	-0.0135271260314935	0.568018903646293
Chong_2022__MDD	Chong_2022	MDD	47	Robust adjusted profile score (RAPS)	0.00175945874616463	0.0268886253486056	0.947827612020227	-8.01462594532098e-05	0.957865677235389	0.00109918223993585		0.824644516160637	-0.0135271260314935	0.568018903646293
Chong_2022__ADHD	Chong_2022	ADHD	43	Inverse variance weighted	-0.0189647915687292	0.0906100825908135	0.834213179237002	0.00148636110465086	0.765634536796898	0.0107547570647446	0.0072	0.372620147947647		
Chong_2022__ADHD	Chong_2022	ADHD	43	MR Egger	-0.0757092992006412	0.21012071514899	0.72046246323705	0.00148636110465086	0.765634536796898	0.0107547570647446	0.0072	0.372620147947647		
Chong_2022__ADHD	Chong_2022	ADHD	43	Weighted median	0.0918705800399725	0.114306164793835	0.421556531524869	0.00148636110465086	0.765634536796898	0.0107547570647446	0.0072	0.372620147947647		
Chong_2022__ADHD	Chong_2022	ADHD	43	Robust adjusted profile score (RAPS)	-0.0140897619630958	0.0891406239029968	0.87440779640607	0.00148636110465086	0.765634536796898	0.0107547570647446	0.0072	0.372620147947647		
Chong_2022__ASD	Chong_2022	ASD	50	Inverse variance weighted	-0.243416972461872	0.0964645155697212	0.0116231547286401	0.00233382051012469	0.663691804514111	0.633109571238181	0.751016949152542	0.00937209065684503		
Chong_2022__ASD	Chong_2022	ASD	50	MR Egger	-0.328154814135079	0.216368383747862	0.135914204630097	0.00233382051012469	0.663691804514111	0.633109571238181	0.751016949152542	0.00937209065684503		
Chong_2022__ASD	Chong_2022	ASD	50	Weighted median	-0.278729571321181	0.149668360513808	0.0625587602473124	0.00233382051012469	0.663691804514111	0.633109571238181	0.751016949152542	0.00937209065684503		
Chong_2022__ASD	Chong_2022	ASD	50	Robust adjusted profile score (RAPS)	-0.28329660463515	0.100025398167093	0.00462221705976052	0.00233382051012469	0.663691804514111	0.633109571238181	0.751016949152542	0.00937209065684503		
Chong_2022__ANX	Chong_2022	ANX	49	Inverse variance weighted	-0.0358453431585368	0.0511042371433156	0.483043274194702	-0.00723059521084347	0.00790431179397515	2.1388070066217e-06		0.298662750109654	-0.047272696831546	0.283864249014427
Chong_2022__ANX	Chong_2022	ANX	49	MR Egger	0.230588959096402	0.107296473752035	0.0368089350108554	-0.00723059521084347	0.00790431179397515	2.1388070066217e-06		0.298662750109654	-0.047272696831546	0.283864249014427
Chong_2022__ANX	Chong_2022	ANX	49	Weighted median	0.0537296146978855	0.05525936784161	0.330892941655949	-0.00723059521084347	0.00790431179397515	2.1388070066217e-06		0.298662750109654	-0.047272696831546	0.283864249014427
Chong_2022__ANX	Chong_2022	ANX	49	Robust adjusted profile score (RAPS)	-0.00563745551735816	0.0505997201115023	0.911289025670931	-0.00723059521084347	0.00790431179397515	2.1388070066217e-06		0.298662750109654	-0.047272696831546	0.283864249014427
Chong_2022__OCD	Chong_2022	OCD	42	Inverse variance weighted	-0.0174977660175593	0.0819533580882319	0.830930098584422	0.00350801301100092	0.455192151586675	0.923174951559335	0.94125	0.788714187645128		
Chong_2022__OCD	Chong_2022	OCD	42	MR Egger	-0.143263546725503	0.185819522273735	0.445247951856388	0.00350801301100092	0.455192151586675	0.923174951559335	0.94125	0.788714187645128		
Chong_2022__OCD	Chong_2022	OCD	42	Weighted median	0.0471210024131148	0.123040748142479	0.701741483101962	0.00350801301100092	0.455192151586675	0.923174951559335	0.94125	0.788714187645128		
Chong_2022__OCD	Chong_2022	OCD	42	Robust adjusted profile score (RAPS)	-0.0123007049741088	0.0847548808450926	0.884606098145213	0.00350801301100092	0.455192151586675	0.923174951559335	0.94125	0.788714187645128		
Chong_2022__PTSD	Chong_2022	PTSD	48	Inverse variance weighted	0.00701900740258059	0.0161788329722693	0.664405417753847	-0.000493011295779421	0.580955392018465	0.00228422354211565	0.00232142857142857	0.418033496744128	0.019076994872661	0.171014144509671
Chong_2022__PTSD	Chong_2022	PTSD	48	MR Egger	0.0248812793343817	0.0360283042029623	0.493284814155276	-0.000493011295779421	0.580955392018465	0.00228422354211565	0.00232142857142857	0.418033496744128	0.019076994872661	0.171014144509671
Chong_2022__PTSD	Chong_2022	PTSD	48	Weighted median	0.00225159532414949	0.0195829172659105	0.90846293776713	-0.000493011295779421	0.580955392018465	0.00228422354211565	0.00232142857142857	0.418033496744128	0.019076994872661	0.171014144509671
Chong_2022__PTSD	Chong_2022	PTSD	48	Robust adjusted profile score (RAPS)	0.00414414987961234	0.0157728363329691	0.792751235160227	-0.000493011295779421	0.580955392018465	0.00228422354211565	0.00232142857142857	0.418033496744128	0.019076994872661	0.171014144509671
Chong_2022__AN	Chong_2022	AN	43	Inverse variance weighted	0.0740177210270312	0.101824346743397	0.467277570348179	0.00531179027201202	0.36907193569159	0.944351814132787	0.9816	0.272135995518632		
Chong_2022__AN	Chong_2022	AN	43	MR Egger	-0.12084608982483	0.237492705146416	0.61359099330655	0.00531179027201202	0.36907193569159	0.944351814132787	0.9816	0.272135995518632		
Chong_2022__AN	Chong_2022	AN	43	Weighted median	-0.036983317203283	0.150363189005333	0.805713262519551	0.00531179027201202	0.36907193569159	0.944351814132787	0.9816	0.272135995518632		
Chong_2022__AN	Chong_2022	AN	43	Robust adjusted profile score (RAPS)	0.103193924924725	0.105302116325084	0.327096192852308	0.00531179027201202	0.36907193569159	0.944351814132787	0.9816	0.272135995518632		
Chong_2022__BPD	Chong_2022	BPD	32	Inverse variance weighted	-0.0141249836017899	0.13577421550513	0.917143250210948	-0.00494616268636889	0.525870152397814	0.259456706785302	0.0575675675675676	0.220135377376101		
Chong_2022__BPD	Chong_2022	BPD	32	MR Egger	0.172726005053626	0.321789320825727	0.595387031685174	-0.00494616268636889	0.525870152397814	0.259456706785302	0.0575675675675676	0.220135377376101		
Chong_2022__BPD	Chong_2022	BPD	32	Weighted median	-0.131223972169925	0.201626641295995	0.515158456812908	-0.00494616268636889	0.525870152397814	0.259456706785302	0.0575675675675676	0.220135377376101		
Chong_2022__BPD	Chong_2022	BPD	32	Robust adjusted profile score (RAPS)	-0.0873222238380608	0.139109932976039	0.530186737281266	-0.00494616268636889	0.525870152397814	0.259456706785302	0.0575675675675676	0.220135377376101		
Chong_2022__TS	Chong_2022	TS	43	Inverse variance weighted	0.140484571214153	0.193010111148402	0.466698556222194	0.0029833521352905	0.79909696136547	0.939876057848564	0.9826	0.335591159755727		
Chong_2022__TS	Chong_2022	TS	43	MR Egger	0.0366936127442535	0.448781739205761	0.935233258992775	0.0029833521352905	0.79909696136547	0.939876057848564	0.9826	0.335591159755727		
Chong_2022__TS	Chong_2022	TS	43	Weighted median	0.0872029422489747	0.278506721952041	0.754197903346266	0.0029833521352905	0.79909696136547	0.939876057848564	0.9826	0.335591159755727		
Chong_2022__TS	Chong_2022	TS	43	Robust adjusted profile score (RAPS)	0.121683251123184	0.199559194358758	0.542020680171311	0.0029833521352905	0.79909696136547	0.939876057848564	0.9826	0.335591159755727		
Chong_2022__PPD	Chong_2022	PPD	50	Inverse variance weighted	0.0756077537430498	0.0989723647942338	0.444910192272492	-0.00354195414993789	0.516167729909694	0.78491388850466	0.779830508474576	0.33445065121215		
Chong_2022__PPD	Chong_2022	PPD	50	MR Egger	0.207130663657532	0.224112147340594	0.359990872105777	-0.00354195414993789	0.516167729909694	0.78491388850466	0.779830508474576	0.33445065121215		
Chong_2022__PPD	Chong_2022	PPD	50	Weighted median	0.156175506772966	0.143686474407067	0.277072769484711	-0.00354195414993789	0.516167729909694	0.78491388850466	0.779830508474576	0.33445065121215		
Chong_2022__PPD	Chong_2022	PPD	50	Robust adjusted profile score (RAPS)	0.0673894343998772	0.104734306645844	0.519943639158657	-0.00354195414993789	0.516167729909694	0.78491388850466	0.779830508474576	0.33445065121215		
Chong_2022__ADR_PercImp	Chong_2022	ADR_PercImp	34	Inverse variance weighted	-0.222617847907633	0.161508194935889	0.16808946828266	0.00507075908396384	0.628063805421752	0.999995948817921	1	0.00397983355248834		
Chong_2022__ADR_PercImp	Chong_2022	ADR_PercImp	34	MR Egger	-0.389198821936345	0.376902118320566	0.309520672733528	0.00507075908396384	0.628063805421752	0.999995948817921	1	0.00397983355248834		
Chong_2022__ADR_PercImp	Chong_2022	ADR_PercImp	34	Weighted median	-0.336621860586734	0.210655657715997	0.110049189767478	0.00507075908396384	0.628063805421752	0.999995948817921	1	0.00397983355248834		
Chong_2022__ADR_PercImp	Chong_2022	ADR_PercImp	34	Robust adjusted profile score (RAPS)	-0.223020219283967	0.166120053592955	0.179426036065316	0.00507075908396384	0.628063805421752	0.999995948817921	1	0.00397983355248834		
Chong_2022__ADR_NonRem	Chong_2022	ADR_NonRem	29	Inverse variance weighted	0.144547028789021	0.39373642162048	0.713532325135326	-0.0110147300332231	0.673532320761226	0.999999814430786	1	0.200048705827731		
Chong_2022__ADR_NonRem	Chong_2022	ADR_NonRem	29	MR Egger	0.52083886672462	0.967219920821609	0.594650504079696	-0.0110147300332231	0.673532320761226	0.999999814430786	1	0.200048705827731		
Chong_2022__ADR_NonRem	Chong_2022	ADR_NonRem	29	Weighted median	0.0344741078810215	0.534799603188329	0.948602578360877	-0.0110147300332231	0.673532320761226	0.999999814430786	1	0.200048705827731		
Chong_2022__ADR_NonRem	Chong_2022	ADR_NonRem	29	Robust adjusted profile score (RAPS)	0.144740529893466	0.404637849773562	0.720564927249532	-0.0110147300332231	0.673532320761226	0.999999814430786	1	0.200048705827731		
Chong_2022__BD_noUKBB	Chong_2022	BD_noUKBB	48	Inverse variance weighted	0.099762875632769	0.0763119925136489	0.191109919696835	-0.00154623682343391	0.719560264618838	0.0767639401065561	0.0501785714285714	0.214780767162658		
Chong_2022__BD_noUKBB	Chong_2022	BD_noUKBB	48	MR Egger	0.156086841159063	0.173900418336842	0.374091670727555	-0.00154623682343391	0.719560264618838	0.0767639401065561	0.0501785714285714	0.214780767162658		
Chong_2022__BD_noUKBB	Chong_2022	BD_noUKBB	48	Weighted median	0.101632707348967	0.103433902583863	0.325811224461851	-0.00154623682343391	0.719560264618838	0.0767639401065561	0.0501785714285714	0.214780767162658		
Chong_2022__BD_noUKBB	Chong_2022	BD_noUKBB	48	Robust adjusted profile score (RAPS)	0.110165664172385	0.0835410873521167	0.187269297555453	-0.00154623682343391	0.719560264618838	0.0767639401065561	0.0501785714285714	0.214780767162658		
Chong_2022__MDD_noUKBB	Chong_2022	MDD_noUKBB	47	Inverse variance weighted	0.0603276724104618	0.0716130636188195	0.39955762636771	0.000510370458238035	0.899762449680545	0.157630587349309	0.114909090909091	0.727868089780753		
Chong_2022__MDD_noUKBB	Chong_2022	MDD_noUKBB	47	MR Egger	0.0417996928898171	0.163198849180627	0.799019758058837	0.000510370458238035	0.899762449680545	0.157630587349309	0.114909090909091	0.727868089780753		
Chong_2022__MDD_noUKBB	Chong_2022	MDD_noUKBB	47	Weighted median	0.0194389721747793	0.103643058736928	0.851224004987233	0.000510370458238035	0.899762449680545	0.157630587349309	0.114909090909091	0.727868089780753		
Chong_2022__MDD_noUKBB	Chong_2022	MDD_noUKBB	47	Robust adjusted profile score (RAPS)	0.0646802216433421	0.0702355478612139	0.357100366609114	0.000510370458238035	0.899762449680545	0.157630587349309	0.114909090909091	0.727868089780753		
Chong_2022__BPD_noUKBB	Chong_2022	BPD_noUKBB	30	Inverse variance weighted	-0.0696878261114446	0.132026310427695	0.597615342125104	-0.00597893801760502	0.426770190082684	0.401417430864446	0.12	0.115150888676165		
Chong_2022__BPD_noUKBB	Chong_2022	BPD_noUKBB	30	MR Egger	0.154226303992164	0.307785637441289	0.620229044338727	-0.00597893801760502	0.426770190082684	0.401417430864446	0.12	0.115150888676165		
Chong_2022__BPD_noUKBB	Chong_2022	BPD_noUKBB	30	Weighted median	-0.110461074855281	0.21017394198999	0.599187150268655	-0.00597893801760502	0.426770190082684	0.401417430864446	0.12	0.115150888676165		
Chong_2022__BPD_noUKBB	Chong_2022	BPD_noUKBB	30	Robust adjusted profile score (RAPS)	-0.153673656065826	0.134053505709701	0.251645981688107	-0.00597893801760502	0.426770190082684	0.401417430864446	0.12	0.115150888676165		
Chong_2022__PFactor	Chong_2022	PFactor	29	Inverse variance weighted	-0.00871866762103852	0.0177437042814562	0.623167024381839	-0.000449990408756188	0.630026142429061	3.56116346510354e-07		0.626996756175821	-0.0270275954672858	0.113092307651073
